Tstamp,Tflow,AveMc,BCmc,BC
2020-08-12 01:24:00,0.3712,0.46,-9.99,0.46
2020-08-12 01:34:00,0.3656,0.53,-9.99,0.53
2020-08-12 06:54:00,0.3712,1.31,-9.99,1.31
2020-08-12 07:04:00,0.3673,1.42,-9.99,1.42
2020-08-12 07:14:00,0.3637,1.39,-9.99,1.39
2020-08-12 07:24:00,0.3709,1.51,-9.99,1.51
2020-08-12 07:34:00,0.3632,1.56,-9.99,1.56
2020-08-12 07:44:00,0.3603,1.82,-9.99,1.82
2020-08-12 07:54:00,0.3623,1.48,-9.99,1.48
2020-08-12 08:04:00,0.3657,2.03,-9.99,2.03
2020-08-12 08:14:00,0.3705,1.76,-9.99,1.76
2020-08-12 08:24:00,0.3657,1.49,-9.99,1.49
2020-08-12 08:34:00,0.3692,1.39,-9.99,1.39
2020-08-12 09:34:00,0.0333,-0.94,0.64,0.64
2020-08-12 11:54:00,0.3712,1.09,-9.99,1.09
2020-08-12 12:04:00,0.3712,1.17,-9.99,1.17
2020-08-12 12:14:00,0.3712,1.0,-9.99,1.0
2020-08-12 12:24:00,0.3753,1.05,-9.99,1.05
2020-08-12 12:34:00,0.3787,0.85,-9.99,0.85
2020-08-12 16:54:00,0.3712,0.73,-9.99,0.73
2020-08-12 17:04:00,0.3712,0.94,-9.99,0.94
2020-08-12 17:14:00,0.3712,0.9,-9.99,0.9
2020-08-12 17:24:00,0.3712,0.78,-9.99,0.78
2020-08-12 17:34:00,0.3712,1.13,-9.99,1.13
2020-08-12 17:44:00,0.3713,1.01,-9.99,1.01
2020-08-12 17:54:00,0.3712,1.02,-9.99,1.02
2020-08-12 18:04:00,0.3712,0.89,-9.99,0.89
2020-08-12 18:14:00,0.3712,0.87,-9.99,0.87
2020-08-12 18:24:00,0.3712,0.88,-9.99,0.88
2020-08-12 18:34:00,0.3712,0.91,-9.99,0.91
2020-08-12 18:44:00,0.3712,0.91,-9.99,0.91
2020-08-12 18:54:00,0.3712,0.75,-9.99,0.75
2020-08-12 19:04:00,0.3712,0.76,-9.99,0.76
2020-08-12 19:14:00,0.372,0.78,-9.99,0.78
2020-08-12 19:24:00,0.3777,0.7,-9.99,0.7
2020-08-12 19:34:00,0.373,0.67,-9.99,0.67
2020-08-12 19:44:00,0.3784,0.73,-9.99,0.73
2020-08-12 19:54:00,0.381,0.8,-9.99,0.8
2020-08-12 20:04:00,0.3712,0.69,-9.99,0.69
2020-08-12 20:14:00,0.3712,0.72,-9.99,0.72
2020-08-12 20:24:00,0.3712,0.77,-9.99,0.77
2020-08-12 20:34:00,0.3712,0.8,-9.99,0.8
2020-08-12 23:54:00,0.3712,0.69,-9.99,0.69
2020-08-13 00:04:00,0.3712,0.55,-9.99,0.55
2020-08-13 00:14:00,0.3712,0.52,-9.99,0.52
2020-08-13 00:24:00,0.3712,0.55,-9.99,0.55
2020-08-13 00:34:00,0.3711,0.64,-9.99,0.64
2020-08-13 00:44:00,0.3712,0.69,-9.99,0.69
2020-08-13 00:54:00,0.3712,0.75,-9.99,0.75
2020-08-13 01:04:00,0.3701,0.72,-9.99,0.72
2020-08-13 01:14:00,0.3712,0.52,-9.99,0.52
2020-08-13 01:24:00,0.3712,0.53,-9.99,0.53
2020-08-13 01:34:00,0.3707,0.52,-9.99,0.52
2020-08-13 06:54:00,0.3712,0.75,-9.99,0.75
2020-08-13 07:04:00,0.3682,0.64,-9.99,0.64
2020-08-13 07:14:00,0.3704,0.59,-9.99,0.59
2020-08-13 07:24:00,0.3684,0.65,-9.99,0.65
2020-08-13 07:34:00,0.3712,0.62,-9.99,0.62
2020-08-13 07:44:00,0.3712,0.62,-9.99,0.62
2020-08-13 07:54:00,0.3712,0.88,-9.99,0.88
2020-08-13 08:04:00,0.3712,0.7,-9.99,0.7
2020-08-13 08:14:00,0.3712,0.65,-9.99,0.65
2020-08-13 08:24:00,0.3705,0.54,-9.99,0.54
2020-08-13 08:34:00,0.3707,0.76,-9.99,0.76
2020-08-13 10:44:00,0.0333,-0.18,0.32,0.32
2020-08-13 11:54:00,0.3714,1.04,-9.99,1.04
2020-08-13 12:04:00,0.3753,1.13,-9.99,1.13
2020-08-13 12:14:00,0.3802,0.96,-9.99,0.96
2020-08-13 12:24:00,0.3791,0.77,-9.99,0.77
2020-08-13 12:34:00,0.3712,0.67,-9.99,0.67
2020-08-13 16:44:00,0.284,0.62,-9.99,0.62
2020-08-13 16:54:00,0.3821,0.85,-9.99,0.85
2020-08-13 17:04:00,0.378,0.97,-9.99,0.97
2020-08-13 17:14:00,0.3742,0.88,-9.99,0.88
2020-08-13 17:24:00,0.3732,0.91,-9.99,0.91
2020-08-13 17:34:00,0.3821,0.89,-9.99,0.89
2020-08-13 17:44:00,0.3821,0.83,-9.99,0.83
2020-08-13 17:54:00,0.3821,0.77,-9.99,0.77
2020-08-13 18:04:00,0.3781,0.84,-9.99,0.84
2020-08-13 18:14:00,0.3753,0.84,-9.99,0.84
2020-08-13 18:24:00,0.378,1.24,-9.99,1.24
2020-08-13 18:34:00,0.3712,1.44,-9.99,1.44
2020-08-13 18:44:00,0.3712,1.14,-9.99,1.14
2020-08-13 18:54:00,0.3712,0.97,-9.99,0.97
2020-08-13 19:04:00,0.3763,1.05,-9.99,1.05
2020-08-13 19:14:00,0.3809,0.98,-9.99,0.98
2020-08-13 19:24:00,0.3819,1.02,-9.99,1.02
2020-08-13 19:34:00,0.382,0.82,-9.99,0.82
2020-08-13 19:44:00,0.3767,0.72,-9.99,0.72
2020-08-13 19:54:00,0.3712,0.7,-9.99,0.7
2020-08-13 20:04:00,0.3712,0.62,-9.99,0.62
2020-08-13 20:14:00,0.3712,0.68,-9.99,0.68
2020-08-13 20:24:00,0.3712,0.66,-9.99,0.66
2020-08-13 20:34:00,0.3712,0.63,-9.99,0.63
2020-08-13 23:54:00,0.374,0.25,-9.99,0.25
2020-08-14 00:04:00,0.3767,0.21,-9.99,0.21
2020-08-14 00:14:00,0.3712,0.13,-9.99,0.13
2020-08-14 00:24:00,0.3712,0.17,-9.99,0.17
2020-08-14 00:34:00,0.3712,0.18,-9.99,0.18
2020-08-14 00:44:00,0.3712,0.19,-9.99,0.19
2020-08-14 00:54:00,0.3712,0.16,-9.99,0.16
2020-08-14 01:04:00,0.3712,0.15,-9.99,0.15
2020-08-14 01:14:00,0.3712,0.13,-9.99,0.13
2020-08-14 01:24:00,0.3712,0.17,-9.99,0.17
2020-08-14 01:34:00,0.3712,0.17,-9.99,0.17
2020-08-14 06:44:00,0.3275,0.38,0.71,0.38
2020-08-14 06:54:00,0.3721,0.59,-9.99,0.59
2020-08-14 07:04:00,0.3712,0.64,-9.99,0.64
2020-08-14 07:14:00,0.3718,0.8,-9.99,0.8
2020-08-14 07:24:00,0.3712,0.85,-9.99,0.85
2020-08-14 07:34:00,0.3685,0.94,-9.99,0.94
2020-08-14 07:44:00,0.3712,0.9,-9.99,0.9
2020-08-14 07:54:00,0.3675,0.89,-9.99,0.89
2020-08-14 08:04:00,0.3648,0.96,-9.99,0.96
2020-08-14 08:14:00,0.3692,0.94,-9.99,0.94
2020-08-14 08:24:00,0.3712,1.22,-9.99,1.22
2020-08-14 08:34:00,0.3481,1.08,-9.99,1.08
2020-08-14 11:44:00,0.3171,0.81,-9.99,0.81
2020-08-14 11:54:00,0.3821,1.48,-9.99,1.48
2020-08-14 12:04:00,0.3811,1.12,-9.99,1.12
2020-08-14 12:14:00,0.3819,1.31,-9.99,1.31
2020-08-14 12:24:00,0.3777,1.05,-9.99,1.05
2020-08-14 12:34:00,0.3562,0.94,-9.99,0.94
2020-08-14 16:44:00,0.3712,0.71,-9.99,0.71
2020-08-14 16:54:00,0.3772,0.91,-9.99,0.91
2020-08-14 17:04:00,0.3821,0.95,-9.99,0.95
2020-08-14 17:14:00,0.3813,1.0,-9.99,1.0
2020-08-14 17:24:00,0.382,1.03,-9.99,1.03
2020-08-14 17:34:00,0.3821,1.29,-9.99,1.29
2020-08-14 17:44:00,0.375,1.59,-9.99,1.59
2020-08-14 17:54:00,0.3821,1.19,-9.99,1.19
2020-08-14 18:04:00,0.3818,1.51,-9.99,1.51
2020-08-14 18:14:00,0.3809,1.28,-9.99,1.28
2020-08-14 18:24:00,0.3808,1.07,-9.99,1.07
2020-08-14 18:34:00,0.3746,1.12,-9.99,1.12
2020-08-14 18:44:00,0.3721,1.15,-9.99,1.15
2020-08-14 18:54:00,0.3771,1.1,-9.99,1.1
2020-08-14 19:04:00,0.3821,0.99,-9.99,0.99
2020-08-14 19:14:00,0.3759,1.08,-9.99,1.08
2020-08-14 19:24:00,0.3733,1.03,-9.99,1.03
2020-08-14 19:34:00,0.3712,0.94,-9.99,0.94
2020-08-14 19:44:00,0.3712,0.97,-9.99,0.97
2020-08-14 19:54:00,0.3712,1.0,-9.99,1.0
2020-08-14 20:04:00,0.3712,1.0,-9.99,1.0
2020-08-14 20:14:00,0.3712,1.15,-9.99,1.15
2020-08-14 20:24:00,0.3712,1.06,-9.99,1.06
2020-08-14 23:44:00,0.3204,0.8,-9.99,0.8
2020-08-14 23:54:00,0.3794,0.87,-9.99,0.87
2020-08-15 00:04:00,0.3754,0.83,-9.99,0.83
2020-08-15 00:14:00,0.3723,0.82,0.8,0.82
2020-08-15 00:24:00,0.3712,0.83,-9.99,0.83
2020-08-15 00:34:00,0.3712,0.86,-9.99,0.86
2020-08-15 00:44:00,0.3712,0.81,-9.99,0.81
2020-08-15 00:54:00,0.3712,0.8,-9.99,0.8
2020-08-15 01:04:00,0.3712,0.8,-9.99,0.8
2020-08-15 01:14:00,0.3712,0.81,-9.99,0.81
2020-08-15 01:24:00,0.3712,0.8,-9.99,0.8
2020-08-15 06:44:00,0.3712,2.35,-9.99,2.35
2020-08-15 06:54:00,0.3712,2.25,-9.99,2.25
2020-08-15 07:04:00,0.3712,2.31,-9.99,2.31
2020-08-15 07:14:00,0.3712,2.4,-9.99,2.4
2020-08-15 07:24:00,0.3668,2.27,-9.99,2.27
2020-08-15 07:34:00,0.366,2.33,-9.99,2.33
2020-08-15 07:44:00,0.371,2.33,-9.99,2.33
2020-08-15 07:54:00,0.3693,2.57,-9.99,2.57
2020-08-15 08:04:00,0.3612,2.92,-9.99,2.92
2020-08-15 08:14:00,0.3603,2.45,2.45,2.45
2020-08-15 08:24:00,0.3603,2.41,-9.99,2.41
2020-08-15 11:44:00,0.3712,1.16,-9.99,1.16
2020-08-15 11:54:00,0.372,0.81,-9.99,0.81
2020-08-15 12:04:00,0.3818,0.68,-9.99,0.68
2020-08-15 12:14:00,0.3821,0.93,-9.99,0.93
2020-08-15 12:24:00,0.3821,1.01,-9.99,1.01
2020-08-15 12:34:00,0.2622,2.34,-9.99,2.34
2020-08-15 13:54:00,0.0333,-1.19,0.81,0.81
2020-08-15 16:44:00,0.3712,0.92,-9.99,0.92
2020-08-15 16:54:00,0.3712,0.9,-9.99,0.9
2020-08-15 17:04:00,0.3712,1.0,-9.99,1.0
2020-08-15 17:14:00,0.3712,0.85,-9.99,0.85
2020-08-15 17:24:00,0.3712,0.9,-9.99,0.9
2020-08-15 17:34:00,0.3712,0.92,-9.99,0.92
2020-08-15 17:44:00,0.3712,0.95,-9.99,0.95
2020-08-15 17:54:00,0.3712,1.14,-9.99,1.14
2020-08-15 18:04:00,0.3712,0.88,-9.99,0.88
2020-08-15 18:14:00,0.3707,0.95,-9.99,0.95
2020-08-15 18:24:00,0.3661,1.06,-9.99,1.06
2020-08-15 18:34:00,0.3712,0.94,-9.99,0.94
2020-08-15 18:44:00,0.371,0.91,-9.99,0.91
2020-08-15 18:54:00,0.3712,0.99,-9.99,0.99
2020-08-15 19:04:00,0.3712,0.94,-9.99,0.94
2020-08-15 19:14:00,0.3712,0.67,-9.99,0.67
2020-08-15 19:24:00,0.3712,0.69,-9.99,0.69
2020-08-15 19:34:00,0.3712,0.58,-9.99,0.58
2020-08-15 19:44:00,0.3712,0.88,-9.99,0.88
2020-08-15 19:54:00,0.3712,0.92,-9.99,0.92
2020-08-15 20:04:00,0.3712,1.0,-9.99,1.0
2020-08-15 20:14:00,0.3712,1.24,-9.99,1.24
2020-08-15 20:24:00,0.3712,0.19,-9.99,0.19
2020-08-15 23:44:00,0.3712,0.83,-9.99,0.83
2020-08-15 23:54:00,0.3782,0.75,-9.99,0.75
2020-08-16 00:04:00,0.3739,0.75,-9.99,0.75
2020-08-16 00:14:00,0.3712,1.01,-9.99,1.01
2020-08-16 00:24:00,0.3712,0.96,-9.99,0.96
2020-08-16 00:34:00,0.3712,1.18,-9.99,1.18
2020-08-16 00:44:00,0.3707,1.13,1.04,1.13
2020-08-16 00:54:00,0.3683,1.26,-9.99,1.26
2020-08-16 01:04:00,0.3706,1.35,-9.99,1.35
2020-08-16 01:14:00,0.3703,1.49,-9.99,1.49
2020-08-16 01:24:00,0.3697,1.28,-9.99,1.28
2020-08-16 03:14:00,0.0291,-0.49,0.5,0.5
2020-08-16 06:44:00,0.3712,3.28,-9.99,3.28
2020-08-16 06:54:00,0.3712,3.17,-9.99,3.17
2020-08-16 07:04:00,0.3712,2.77,-9.99,2.77
2020-08-16 07:14:00,0.3712,2.52,-9.99,2.52
2020-08-16 07:24:00,0.3712,2.71,-9.99,2.71
2020-08-16 07:34:00,0.3711,3.07,-9.99,3.07
2020-08-16 07:44:00,0.3699,3.04,-9.99,3.04
2020-08-16 07:54:00,0.3703,2.62,-9.99,2.62
2020-08-16 08:04:00,0.3672,2.58,-9.99,2.58
2020-08-16 08:14:00,0.3646,2.56,-9.99,2.56
2020-08-16 08:24:00,0.3616,2.57,-9.99,2.57
2020-08-16 10:14:00,0.0224,-1.04,0.84,0.84
2020-08-16 11:44:00,0.3719,0.85,-9.99,0.85
2020-08-16 11:54:00,0.3712,0.67,-9.99,0.67
2020-08-16 12:04:00,0.3694,0.72,-9.99,0.72
2020-08-16 12:14:00,0.3666,0.67,-9.99,0.67
2020-08-16 12:24:00,0.3617,0.65,-9.99,0.65
2020-08-16 13:24:00,0.0224,-0.08,0.71,0.71
2020-08-16 16:44:00,0.3712,0.92,-9.99,0.92
2020-08-16 16:54:00,0.3709,0.91,-9.99,0.91
2020-08-16 17:04:00,0.3666,0.98,-9.99,0.98
2020-08-16 17:14:00,0.3629,0.71,-9.99,0.71
2020-08-16 17:24:00,0.3678,0.72,-9.99,0.72
2020-08-16 17:34:00,0.3621,0.8,-9.99,0.8
2020-08-16 17:44:00,0.3618,0.81,-9.99,0.81
2020-08-16 17:54:00,0.3612,1.27,-9.99,1.27
2020-08-16 18:04:00,0.3625,1.27,-9.99,1.27
2020-08-16 18:14:00,0.3637,1.67,-9.99,1.67
2020-08-16 18:24:00,0.3639,1.27,-9.99,1.27
2020-08-16 18:34:00,0.3673,1.03,-9.99,1.03
2020-08-16 18:44:00,0.371,1.08,-9.99,1.08
2020-08-16 18:54:00,0.371,1.44,-9.99,1.44
2020-08-16 19:04:00,0.3712,1.09,-9.99,1.09
2020-08-16 19:14:00,0.3712,1.13,-9.99,1.13
2020-08-16 19:24:00,0.3712,1.5,-9.99,1.5
2020-08-16 19:34:00,0.3712,1.35,-9.99,1.35
2020-08-16 19:44:00,0.3712,0.86,-9.99,0.86
2020-08-16 19:54:00,0.3712,0.57,-9.99,0.57
2020-08-16 20:04:00,0.3712,0.38,-9.99,0.38
2020-08-16 20:14:00,0.3712,0.32,-9.99,0.32
2020-08-16 20:24:00,0.3712,0.5,-9.99,0.5
2020-08-16 23:44:00,0.3754,0.55,-9.99,0.55
2020-08-16 23:54:00,0.3762,0.53,-9.99,0.53
2020-08-17 00:04:00,0.3716,0.55,-9.99,0.55
2020-08-17 00:14:00,0.3687,0.45,-9.99,0.45
2020-08-17 00:24:00,0.3674,0.49,-9.99,0.49
2020-08-17 00:34:00,0.3614,0.52,-9.99,0.52
2020-08-17 00:44:00,0.3604,0.57,-9.99,0.57
2020-08-17 00:54:00,0.3614,0.48,-9.99,0.48
2020-08-17 01:04:00,0.3604,0.67,-9.99,0.67
2020-08-17 01:14:00,0.3603,0.7,-9.99,0.7
2020-08-17 01:24:00,0.3611,0.67,-9.99,0.67
2020-08-17 06:44:00,0.3712,1.08,-9.99,1.08
2020-08-17 06:54:00,0.3712,0.81,-9.99,0.81
2020-08-17 07:04:00,0.3701,0.78,-9.99,0.78
2020-08-17 07:14:00,0.3661,0.88,-9.99,0.88
2020-08-17 07:24:00,0.3712,1.13,-9.99,1.13
2020-08-17 07:34:00,0.3687,0.99,-9.99,0.99
2020-08-17 07:44:00,0.3603,1.18,-9.99,1.18
2020-08-17 07:54:00,0.366,1.13,-9.99,1.13
2020-08-17 08:04:00,0.3711,1.2,-9.99,1.2
2020-08-17 08:14:00,0.3709,1.23,-9.99,1.23
2020-08-17 08:24:00,0.3711,1.28,-9.99,1.28
2020-08-17 11:44:00,0.3712,1.27,-9.99,1.27
2020-08-17 11:54:00,0.3799,1.21,-9.99,1.21
2020-08-17 12:04:00,0.3716,1.2,-9.99,1.2
2020-08-17 12:14:00,0.3712,1.23,-9.99,1.23
2020-08-17 12:24:00,0.378,1.07,-9.99,1.07
2020-08-17 16:44:00,0.3776,0.83,-9.99,0.83
2020-08-17 16:54:00,0.3805,0.96,-9.99,0.96
2020-08-17 17:04:00,0.3806,0.99,-9.99,0.99
2020-08-17 17:14:00,0.3802,1.03,-9.99,1.03
2020-08-17 17:24:00,0.3783,1.15,-9.99,1.15
2020-08-17 17:34:00,0.3821,1.21,-9.99,1.21
2020-08-17 17:44:00,0.3821,1.16,-9.99,1.16
2020-08-17 17:54:00,0.3821,1.19,-9.99,1.19
2020-08-17 18:04:00,0.3804,0.96,-9.99,0.96
2020-08-17 18:14:00,0.3712,1.12,-9.99,1.12
2020-08-17 18:24:00,0.3721,0.92,-9.99,0.92
2020-08-17 18:34:00,0.3748,0.79,-9.99,0.79
2020-08-17 18:44:00,0.3816,0.77,-9.99,0.77
2020-08-17 18:54:00,0.3821,0.58,-9.99,0.58
2020-08-17 19:04:00,0.3821,0.63,-9.99,0.63
2020-08-17 19:14:00,0.3821,0.75,-9.99,0.75
2020-08-17 19:24:00,0.3761,0.48,-9.99,0.48
2020-08-17 19:34:00,0.3712,0.65,-9.99,0.65
2020-08-17 19:44:00,0.3712,0.83,-9.99,0.83
2020-08-17 19:54:00,0.3712,1.06,-9.99,1.06
2020-08-17 20:04:00,0.3712,0.88,-9.99,0.88
2020-08-17 20:14:00,0.3712,0.73,-9.99,0.73
2020-08-17 20:24:00,0.3712,1.08,-9.99,1.08
2020-08-17 23:44:00,0.3729,0.85,-9.99,0.85
2020-08-17 23:54:00,0.3795,0.67,-9.99,0.67
2020-08-18 00:04:00,0.3757,0.66,-9.99,0.66
2020-08-18 00:14:00,0.3712,0.57,0.59,0.57
2020-08-18 00:24:00,0.3712,0.61,-9.99,0.61
2020-08-18 00:34:00,0.3712,0.43,-9.99,0.43
2020-08-18 00:44:00,0.3712,0.28,-9.99,0.28
2020-08-18 00:54:00,0.3712,0.37,-9.99,0.37
2020-08-18 01:04:00,0.3712,0.23,-9.99,0.23
2020-08-18 01:14:00,0.3712,0.35,-9.99,0.35
2020-08-18 01:24:00,0.3712,0.34,-9.99,0.34
2020-08-18 06:44:00,0.3712,0.38,-9.99,0.38
2020-08-18 06:54:00,0.3712,0.39,-9.99,0.39
2020-08-18 07:04:00,0.3747,0.51,-9.99,0.51
2020-08-18 07:14:00,0.3712,0.55,-9.99,0.55
2020-08-18 07:24:00,0.3712,0.64,-9.99,0.64
2020-08-18 07:34:00,0.3705,0.72,-9.99,0.72
2020-08-18 07:44:00,0.3712,0.73,-9.99,0.73
2020-08-18 07:54:00,0.3712,0.73,-9.99,0.73
2020-08-18 08:04:00,0.3699,0.95,-9.99,0.95
2020-08-18 08:14:00,0.3712,0.88,-9.99,0.88
2020-08-18 08:24:00,0.3712,1.13,-9.99,1.13
2020-08-18 11:44:00,0.3724,0.75,-9.99,0.75
2020-08-18 11:54:00,0.3794,0.74,-9.99,0.74
2020-08-18 12:04:00,0.3815,0.75,-9.99,0.75
2020-08-18 12:14:00,0.3804,0.74,-9.99,0.74
2020-08-18 12:24:00,0.3789,0.89,-9.99,0.89
2020-08-18 16:34:00,0.2986,0.71,-9.99,0.71
2020-08-18 16:44:00,0.393,1.11,-9.99,1.11
2020-08-18 16:54:00,0.393,0.69,-9.99,0.69
2020-08-18 17:04:00,0.393,0.44,-9.99,0.44
2020-08-18 17:14:00,0.393,0.77,-9.99,0.77
2020-08-18 17:24:00,0.393,1.04,-9.99,1.04
2020-08-18 17:34:00,0.393,1.41,-9.99,1.41
2020-08-18 17:44:00,0.393,1.33,-9.99,1.33
2020-08-18 17:54:00,0.393,0.57,-9.99,0.57
2020-08-18 18:04:00,0.3969,0.48,-9.99,0.48
2020-08-18 18:14:00,0.3992,0.59,-9.99,0.59
2020-08-18 18:24:00,0.4016,2.01,-9.99,2.01
2020-08-18 18:34:00,0.4039,1.8,-9.99,1.8
2020-08-18 18:44:00,0.4039,0.78,-9.99,0.78
2020-08-18 18:54:00,0.4034,0.8,-9.99,0.8
2020-08-18 19:04:00,0.393,1.22,-9.99,1.22
2020-08-18 19:14:00,0.393,1.37,-9.99,1.37
2020-08-18 19:24:00,0.393,1.5,-9.99,1.5
2020-08-18 19:34:00,0.393,1.36,-9.99,1.36
2020-08-18 19:44:00,0.393,1.81,-9.99,1.81
2020-08-18 19:54:00,0.3918,1.86,-9.99,1.86
2020-08-18 20:04:00,0.3846,1.8,-9.99,1.8
2020-08-18 20:14:00,0.3861,2.87,-9.99,2.87
2020-08-18 20:24:00,0.3821,2.84,-9.99,2.84
2020-08-18 23:44:00,0.393,1.29,-9.99,1.29
2020-08-18 23:54:00,0.393,1.39,-9.99,1.39
2020-08-19 00:04:00,0.3904,1.42,-9.99,1.42
2020-08-19 00:14:00,0.3853,1.49,-9.99,1.49
2020-08-19 00:24:00,0.3827,1.51,-9.99,1.51
2020-08-19 00:34:00,0.3832,1.4,-9.99,1.4
2020-08-19 00:44:00,0.3846,1.37,-9.99,1.37
2020-08-19 00:54:00,0.3821,1.33,-9.99,1.33
2020-08-19 01:04:00,0.3821,1.31,1.32,1.31
2020-08-19 01:14:00,0.3821,1.18,-9.99,1.18
2020-08-19 01:24:00,0.3821,1.51,-9.99,1.51
2020-08-19 06:34:00,0.3145,2.13,-9.99,2.13
2020-08-19 06:44:00,0.3821,1.9,-9.99,1.9
2020-08-19 06:54:00,0.3821,1.69,-9.99,1.69
2020-08-19 07:04:00,0.3818,1.76,-9.99,1.76
2020-08-19 07:14:00,0.372,2.16,-9.99,2.16
2020-08-19 07:24:00,0.3774,1.71,-9.99,1.71
2020-08-19 07:34:00,0.3733,1.74,-9.99,1.74
2020-08-19 07:44:00,0.3817,1.83,-9.99,1.83
2020-08-19 07:54:00,0.3795,1.85,-9.99,1.85
2020-08-19 08:04:00,0.3718,1.85,-9.99,1.85
2020-08-19 08:14:00,0.3789,1.95,-9.99,1.95
2020-08-19 08:24:00,0.3819,2.16,-9.99,2.16
2020-08-19 09:04:00,0.0333,-0.31,0.14,0.14
2020-08-19 10:04:00,0.0333,-1.49,1.04,1.04
2020-08-19 11:34:00,0.2962,1.91,-9.99,1.91
2020-08-19 11:44:00,0.393,2.69,-9.99,2.69
2020-08-19 11:54:00,0.393,2.72,-9.99,2.72
2020-08-19 12:04:00,0.393,2.3,-9.99,2.3
2020-08-19 12:14:00,0.393,2.4,-9.99,2.4
2020-08-19 12:24:00,0.393,1.2,-9.99,1.2
2020-08-19 15:54:00,0.0333,-0.52,0.46,0.46
2020-08-19 16:34:00,0.3637,1.51,-9.99,1.51
2020-08-19 16:44:00,0.393,1.62,-9.99,1.62
2020-08-19 16:54:00,0.393,1.52,-9.99,1.52
2020-08-19 17:04:00,0.393,1.77,-9.99,1.77
2020-08-19 17:14:00,0.393,1.54,-9.99,1.54
2020-08-19 17:24:00,0.393,1.47,-9.99,1.47
2020-08-19 17:34:00,0.3996,1.79,-9.99,1.79
2020-08-19 17:44:00,0.3957,1.76,-9.99,1.76
2020-08-19 17:54:00,0.393,1.95,-9.99,1.95
2020-08-19 18:04:00,0.393,1.97,-9.99,1.97
2020-08-19 18:14:00,0.393,1.75,-9.99,1.75
2020-08-19 18:24:00,0.3868,1.88,-9.99,1.88
2020-08-19 18:34:00,0.3909,1.84,-9.99,1.84
2020-08-19 18:44:00,0.3886,1.78,-9.99,1.78
2020-08-19 18:54:00,0.393,1.92,-9.99,1.92
2020-08-19 19:04:00,0.393,2.15,-9.99,2.15
2020-08-19 19:14:00,0.393,2.74,-9.99,2.74
2020-08-19 19:24:00,0.393,2.98,-9.99,2.98
2020-08-19 19:34:00,0.3916,2.87,-9.99,2.87
2020-08-19 19:44:00,0.389,2.69,-9.99,2.69
2020-08-19 19:54:00,0.393,2.66,-9.99,2.66
2020-08-19 20:04:00,0.3875,2.65,-9.99,2.65
2020-08-19 20:14:00,0.3821,2.53,-9.99,2.53
2020-08-19 20:24:00,0.3562,2.15,-9.99,2.15
2020-08-19 23:34:00,0.2995,1.99,-9.99,1.99
2020-08-19 23:44:00,0.393,2.82,-9.99,2.82
2020-08-19 23:54:00,0.393,2.56,-9.99,2.56
2020-08-20 00:04:00,0.3888,2.35,-9.99,2.35
2020-08-20 00:14:00,0.383,2.33,-9.99,2.33
2020-08-20 00:24:00,0.3821,2.27,-9.99,2.27
2020-08-20 00:34:00,0.3821,2.25,-9.99,2.25
2020-08-20 00:44:00,0.3821,2.33,-9.99,2.33
2020-08-20 00:54:00,0.3821,2.29,-9.99,2.29
2020-08-20 01:04:00,0.3821,2.52,-9.99,2.52
2020-08-20 01:14:00,0.3821,2.33,-9.99,2.33
2020-08-20 01:24:00,0.3524,1.67,-9.99,1.67
2020-08-20 06:34:00,0.3764,1.88,-9.99,1.88
2020-08-20 06:44:00,0.393,1.94,-9.99,1.94
2020-08-20 06:54:00,0.393,2.31,-9.99,2.31
2020-08-20 07:04:00,0.3867,2.42,-9.99,2.42
2020-08-20 07:14:00,0.3825,2.5,-9.99,2.5
2020-08-20 07:24:00,0.3821,2.64,-9.99,2.64
2020-08-20 07:34:00,0.3821,2.74,-9.99,2.74
2020-08-20 07:44:00,0.3821,2.54,-9.99,2.54
2020-08-20 07:54:00,0.3821,2.5,-9.99,2.5
2020-08-20 08:04:00,0.3821,2.41,-9.99,2.41
2020-08-20 08:14:00,0.3821,2.43,-9.99,2.43
2020-08-20 08:24:00,0.3301,2.9,-9.99,2.9
2020-08-20 11:34:00,0.3505,1.96,-9.99,1.96
2020-08-20 11:44:00,0.393,2.23,-9.99,2.23
2020-08-20 11:54:00,0.393,2.58,-9.99,2.58
2020-08-20 12:04:00,0.393,3.33,-9.99,3.33
2020-08-20 12:14:00,0.393,3.02,-9.99,3.02
2020-08-20 12:24:00,0.3409,3.3,-9.99,3.3
2020-08-20 16:34:00,0.393,2.27,-9.99,2.27
2020-08-20 16:44:00,0.393,1.45,-9.99,1.45
2020-08-20 16:54:00,0.393,1.51,-9.99,1.51
2020-08-20 17:04:00,0.393,1.33,-9.99,1.33
2020-08-20 17:14:00,0.393,1.09,-9.99,1.09
2020-08-20 17:24:00,0.393,1.41,-9.99,1.41
2020-09-17 10:27:00,0.0333,-1.31,0.83,0.83
2020-09-17 10:37:00,0.3219,1.36,-9.99,1.36
2020-09-17 10:47:00,0.3746,1.27,-9.99,1.27
2020-09-17 10:57:00,0.382,1.41,1.36,1.41
2020-09-17 11:07:00,0.3712,1.63,-9.99,1.63
2020-09-17 11:17:00,0.3712,2.26,-9.99,2.26
2020-09-17 11:27:00,0.3408,1.23,-9.99,1.23
2020-09-17 11:47:00,0.0333,-0.62,0.57,0.57
2020-09-17 11:57:00,0.0333,-1.02,0.68,0.68
