Tstamp,Tflow,AveMc,BCmc,BC
2019-01-01 00:04:00,0.3821,3.66,-9.99,3.66
2019-01-01 00:14:00,0.3821,2.73,2.55,2.73
2019-01-01 00:24:00,0.3736,2.14,1.77,2.14
2019-01-01 00:34:00,0.3712,2.32,-9.99,2.32
2019-01-01 00:44:00,0.3759,4.0,3.9,4.0
2019-01-01 00:54:00,0.3717,2.45,2.18,2.45
2019-01-01 01:04:00,0.3814,3.41,3.04,3.41
2019-01-01 01:14:00,0.3712,2.68,2.87,2.68
2019-01-01 01:24:00,0.3712,2.64,2.74,2.64
2019-01-01 01:34:00,0.3712,2.72,2.77,2.72
2019-01-01 01:44:00,0.3732,2.18,2.48,2.18
2019-01-01 01:54:00,0.3821,2.48,2.32,2.48
2019-01-01 02:04:00,0.3723,2.39,2.48,2.39
2019-01-01 02:14:00,0.3712,2.17,2.14,2.17
2019-01-01 02:24:00,0.3712,1.63,1.67,1.63
2019-01-01 02:34:00,0.3712,1.6,1.67,1.6
2019-01-01 02:44:00,0.3712,1.68,1.64,1.68
2019-01-01 02:54:00,0.3712,1.81,1.79,1.81
2019-01-01 03:04:00,0.3712,1.54,1.63,1.54
2019-01-01 03:14:00,0.3712,1.6,1.51,1.6
2019-01-01 03:24:00,0.3712,1.34,1.39,1.34
2019-01-01 03:34:00,0.3712,1.4,1.27,1.4
2019-01-01 03:44:00,0.3712,1.38,1.42,1.38
2019-01-01 03:54:00,0.3712,1.93,2.09,1.93
2019-01-01 04:04:00,0.3712,1.88,1.68,1.88
2019-01-01 04:14:00,0.3712,3.1,3.03,3.1
2019-01-01 04:24:00,0.3717,3.57,3.22,3.57
2019-01-01 04:34:00,0.3712,3.01,2.99,3.01
2019-01-01 04:44:00,0.3712,2.61,2.62,2.61
2019-01-01 04:54:00,0.3712,3.0,3.14,3.0
2019-01-01 05:04:00,0.3761,3.35,3.55,3.35
2019-01-01 05:14:00,0.3712,2.63,2.37,2.63
2019-01-01 05:24:00,0.3717,3.32,2.71,3.32
2019-01-01 05:34:00,0.3712,3.48,3.64,3.48
2019-01-01 05:44:00,0.3712,2.97,3.01,2.97
2019-01-01 05:54:00,0.3712,4.8,5.33,4.8
2019-01-01 06:04:00,0.3712,6.76,-9.99,6.76
2019-01-01 06:14:00,0.3712,4.38,4.24,4.38
2019-01-01 06:24:00,0.3712,5.06,4.87,5.06
2019-01-01 06:34:00,0.3712,2.27,-9.99,2.27
2019-01-01 06:44:00,0.3712,2.91,-9.99,2.91
2019-01-01 06:54:00,0.3712,3.89,4.03,3.89
2019-01-01 07:04:00,0.3712,2.87,2.87,2.87
2019-01-01 07:14:00,0.3712,2.62,2.11,2.62
2019-01-01 07:24:00,0.3712,3.49,3.44,3.49
2019-01-01 07:34:00,0.3712,1.96,1.88,1.96
2019-01-01 07:44:00,0.3712,0.16,-9.99,0.16
2019-01-01 07:54:00,0.3712,2.18,1.85,2.18
2019-01-01 08:04:00,0.3712,1.61,1.57,1.61
2019-01-01 08:14:00,0.3712,1.36,1.54,1.36
2019-01-01 08:24:00,0.3712,1.93,1.63,1.93
2019-01-01 08:34:00,0.3712,2.44,2.41,2.44
2019-01-01 08:44:00,0.3712,2.05,2.07,2.05
2019-01-01 08:54:00,0.3712,4.61,4.63,4.61
2019-01-01 09:04:00,0.3712,1.8,1.55,1.8
2019-01-01 09:14:00,0.3712,2.05,3.01,2.05
2019-01-01 09:24:00,0.3712,1.81,1.99,1.81
2019-01-01 09:34:00,0.3712,2.7,2.14,2.7
2019-01-01 09:44:00,0.3712,2.69,2.27,2.69
2019-01-01 09:54:00,0.3712,1.95,1.87,1.95
2019-01-01 10:04:00,0.3712,1.48,1.53,1.48
2019-01-01 10:14:00,0.3712,1.51,1.39,1.51
2019-01-01 10:24:00,0.3638,1.52,1.53,1.52
2019-01-01 10:34:00,0.3712,1.06,1.01,1.06
2019-01-01 10:44:00,0.3703,1.34,1.4,1.34
2019-01-01 10:54:00,0.3712,2.15,2.4,2.15
2019-01-01 11:04:00,0.361,1.31,1.41,1.31
2019-01-01 11:14:00,0.3639,1.23,1.16,1.23
2019-01-01 11:24:00,0.3608,1.26,1.05,1.26
2019-01-01 11:34:00,0.3603,1.13,1.13,1.13
2019-01-01 11:44:00,0.3712,0.99,0.94,0.99
2019-01-01 11:54:00,0.3616,1.13,-9.99,1.13
2019-01-01 12:04:00,0.3712,1.02,0.98,1.02
2019-01-01 12:14:00,0.3701,1.01,1.01,1.01
2019-01-01 12:24:00,0.3603,1.07,1.01,1.07
2019-01-01 12:34:00,0.3603,0.92,1.25,0.92
2019-01-01 12:44:00,0.3612,0.77,0.8,0.77
2019-01-01 12:54:00,0.3603,0.93,-9.99,0.93
2019-01-01 13:04:00,0.3603,0.92,0.95,0.92
2019-01-01 13:14:00,0.3603,0.79,0.77,0.79
2019-01-01 13:24:00,0.3603,0.72,0.69,0.72
2019-01-01 13:34:00,0.3603,1.51,-9.99,1.51
2019-01-01 13:44:00,0.3603,0.68,0.33,0.68
2019-01-01 13:54:00,0.3603,0.82,0.8,0.82
2019-01-01 14:04:00,0.3603,0.91,0.9,0.91
2019-01-01 14:14:00,0.3603,0.82,0.79,0.82
2019-01-01 14:24:00,0.3603,0.9,0.94,0.9
2019-01-01 14:34:00,0.3603,0.97,0.96,0.97
2019-01-01 14:44:00,0.3603,1.06,4.18,1.06
2019-01-01 14:54:00,0.3603,1.15,1.04,1.15
2019-01-01 15:04:00,0.3603,1.05,1.03,1.05
2019-01-01 15:14:00,0.3603,1.14,1.13,1.14
2019-01-01 15:24:00,0.3603,1.39,1.43,1.39
2019-01-01 15:34:00,0.3603,1.01,1.01,1.01
2019-01-01 15:44:00,0.3603,1.15,1.16,1.15
2019-01-01 15:54:00,0.3603,1.25,1.24,1.25
2019-01-01 16:04:00,0.3603,1.19,6.03,1.19
2019-01-01 16:14:00,0.3603,1.14,0.7,1.14
2019-01-01 16:24:00,0.3603,1.34,1.39,1.34
2019-01-01 16:34:00,0.3603,1.18,1.07,1.18
2019-01-01 16:44:00,0.3603,1.13,1.03,1.13
2019-01-01 16:54:00,0.3603,1.06,1.08,1.06
2019-01-01 17:04:00,0.3603,1.09,1.07,1.09
2019-01-01 17:14:00,0.3603,1.25,1.3,1.25
2019-01-01 17:24:00,0.3603,1.36,1.23,1.36
2019-01-01 17:34:00,0.3603,1.34,1.4,1.34
2019-01-01 17:44:00,0.3603,1.39,1.32,1.39
2019-01-01 17:54:00,0.3603,1.27,1.2,1.27
2019-01-01 18:04:00,0.3603,1.26,1.2,1.26
2019-01-01 18:14:00,0.3603,1.19,1.18,1.19
2019-01-01 18:24:00,0.3603,1.23,1.25,1.23
2019-01-01 18:34:00,0.3603,1.34,1.33,1.34
2019-01-01 18:44:00,0.3603,1.28,1.26,1.28
2019-01-01 18:54:00,0.3603,1.46,1.49,1.46
2019-01-01 19:04:00,0.3603,1.38,1.38,1.38
2019-01-01 19:14:00,0.3603,1.53,1.47,1.53
2019-01-01 19:24:00,0.3603,1.15,1.09,1.15
2019-01-01 19:34:00,0.3603,1.29,1.28,1.29
2019-01-01 19:44:00,0.3603,1.36,1.32,1.36
2019-01-01 19:54:00,0.3603,1.25,1.23,1.25
2019-01-01 20:04:00,0.3603,1.2,1.14,1.2
2019-01-01 20:14:00,0.3603,1.15,1.14,1.15
2019-01-01 20:24:00,0.3603,1.2,1.14,1.2
2019-01-01 20:34:00,0.3603,1.29,1.24,1.29
2019-01-01 20:44:00,0.3603,1.26,1.21,1.26
2019-01-01 20:54:00,0.3603,1.21,1.19,1.21
2019-01-01 21:04:00,0.3603,1.34,1.35,1.34
2019-01-01 21:14:00,0.3603,1.37,1.33,1.37
2019-01-01 21:24:00,0.3603,1.34,1.33,1.34
2019-01-01 21:34:00,0.3603,1.4,1.38,1.4
2019-01-01 21:44:00,0.3603,1.37,1.35,1.37
2019-01-01 21:54:00,0.3603,1.44,1.38,1.44
2019-01-01 22:04:00,0.3603,1.52,1.48,1.52
2019-01-01 22:14:00,0.3603,1.54,-9.99,1.54
2019-01-01 22:24:00,0.3603,1.64,4.42,1.64
2019-01-01 22:34:00,0.3603,1.62,1.59,1.62
2019-01-01 22:44:00,0.3603,1.63,1.59,1.63
2019-01-01 22:54:00,0.3603,1.61,1.57,1.61
2019-01-01 23:04:00,0.3603,1.55,1.49,1.55
2019-01-01 23:14:00,0.3603,1.5,1.43,1.5
2019-01-01 23:24:00,0.3603,1.51,1.49,1.51
2019-01-01 23:34:00,0.3603,1.55,1.5,1.55
2019-01-01 23:44:00,0.3603,1.6,1.54,1.6
2019-01-01 23:54:00,0.3603,1.62,1.59,1.62
2019-01-02 00:04:00,0.3561,1.52,1.43,1.52
2019-01-02 00:14:00,0.3603,1.35,1.27,1.35
2019-01-02 00:24:00,0.3603,1.04,0.98,1.04
2019-01-02 00:34:00,0.3603,0.89,0.86,0.89
2019-01-02 00:44:00,0.3603,0.82,0.81,0.82
2019-01-02 00:54:00,0.3596,0.83,0.79,0.83
2019-01-02 01:04:00,0.3603,0.81,0.79,0.81
2019-01-02 01:14:00,0.3561,0.81,0.78,0.81
2019-01-02 01:24:00,0.3496,0.79,0.77,0.79
2019-01-02 01:34:00,0.3565,0.88,0.8,0.88
2019-01-02 01:44:00,0.3592,0.78,0.79,0.78
2019-01-02 01:54:00,0.3603,0.74,0.73,0.74
2019-01-02 02:04:00,0.3603,0.79,0.76,0.79
2019-01-02 02:14:00,0.3603,0.74,0.74,0.74
2019-01-02 02:24:00,0.3603,0.72,0.69,0.72
2019-01-02 02:34:00,0.3494,0.74,0.71,0.74
2019-01-02 02:44:00,0.3516,0.74,0.74,0.74
2019-01-02 02:54:00,0.3559,0.81,0.78,0.81
2019-01-02 03:04:00,0.3603,0.74,0.72,0.74
2019-01-02 03:14:00,0.3548,0.75,0.74,0.75
2019-01-02 03:24:00,0.3603,0.8,0.77,0.8
2019-01-02 03:34:00,0.3603,0.8,0.78,0.8
2019-01-02 03:44:00,0.3547,0.81,0.79,0.81
2019-01-02 03:54:00,0.3603,0.83,0.81,0.83
2019-01-02 04:04:00,0.3603,0.86,0.83,0.86
2019-01-02 04:14:00,0.3603,0.9,0.91,0.9
2019-01-02 04:24:00,0.3494,1.05,1.07,1.05
2019-01-02 04:34:00,0.3603,1.24,1.21,1.24
2019-01-02 04:44:00,0.3603,1.3,1.26,1.3
2019-01-02 04:54:00,0.3603,1.23,1.15,1.23
2019-01-02 05:04:00,0.3603,1.19,1.15,1.19
2019-01-02 05:14:00,0.3494,1.06,1.01,1.06
2019-01-02 05:24:00,0.3603,1.01,0.96,1.01
2019-01-02 05:34:00,0.3567,0.81,0.8,0.81
2019-01-02 05:44:00,0.3494,0.82,0.79,0.82
2019-01-02 05:54:00,0.3494,0.83,0.86,0.83
2019-01-02 06:04:00,0.3494,0.83,0.85,0.83
2019-01-02 06:14:00,0.3494,0.88,0.86,0.88
2019-01-02 06:24:00,0.3494,1.13,1.15,1.13
2019-01-02 06:34:00,0.3603,1.01,1.0,1.01
2019-01-02 06:44:00,0.3603,0.96,0.9,0.96
2019-01-02 06:54:00,0.3529,0.99,0.95,0.99
2019-01-02 07:04:00,0.3603,1.02,0.98,1.02
2019-01-02 07:14:00,0.3603,0.99,1.03,0.99
2019-01-02 07:24:00,0.3596,1.12,1.11,1.12
2019-01-02 07:34:00,0.3494,1.18,1.15,1.18
2019-01-02 07:44:00,0.3599,1.14,1.11,1.14
2019-01-02 07:54:00,0.3603,1.24,1.17,1.24
2019-01-02 08:04:00,0.359,1.08,1.13,1.08
2019-01-02 08:14:00,0.3494,1.11,1.09,1.11
2019-01-02 08:24:00,0.3601,1.07,1.06,1.07
2019-01-02 08:34:00,0.3572,1.06,1.04,1.06
2019-01-02 08:44:00,0.3494,1.05,1.1,1.05
2019-01-02 08:54:00,0.3505,1.28,1.24,1.28
2019-01-02 09:04:00,0.3603,1.33,1.32,1.33
2019-01-02 09:14:00,0.3603,1.37,1.35,1.37
2019-01-02 09:24:00,0.3494,1.36,1.35,1.36
2019-01-02 09:34:00,0.3494,1.22,1.21,1.22
2019-01-02 09:44:00,0.3494,1.86,2.08,1.86
2019-01-02 09:54:00,0.3494,1.46,1.21,1.46
2019-01-02 10:04:00,0.3494,1.39,1.38,1.39
2019-01-02 10:14:00,0.3494,1.51,1.46,1.51
2019-01-02 10:24:00,0.3494,1.42,1.4,1.42
2019-01-02 10:34:00,0.3494,1.44,1.41,1.44
2019-01-02 10:44:00,0.3494,1.33,1.27,1.33
2019-01-02 10:54:00,0.3494,1.12,1.14,1.12
2019-01-02 11:04:00,0.3494,1.08,1.02,1.08
2019-01-02 11:14:00,0.3494,0.93,0.88,0.93
2019-01-02 11:24:00,0.3494,1.16,1.13,1.16
2019-01-02 11:34:00,0.3494,0.97,-9.99,0.97
2019-01-02 11:54:00,0.3494,1.04,1.04,1.04
2019-01-02 12:04:00,0.3494,0.99,0.97,0.99
2019-01-02 12:14:00,0.3494,0.91,0.85,0.91
2019-01-02 12:24:00,0.3494,0.92,0.91,0.92
2019-01-02 12:34:00,0.3494,1.03,1.09,1.03
2019-01-02 12:44:00,0.3423,1.45,1.42,1.45
2019-01-02 12:54:00,0.3385,1.29,1.28,1.29
2019-01-02 13:04:00,0.3385,1.45,1.46,1.45
2019-01-02 13:14:00,0.3494,1.4,1.33,1.4
2019-01-02 13:24:00,0.3494,1.36,1.34,1.36
2019-01-02 13:34:00,0.3459,1.45,1.44,1.45
2019-01-02 13:44:00,0.3494,1.5,1.46,1.5
2019-01-02 13:54:00,0.3494,1.56,1.53,1.56
2019-01-02 14:04:00,0.3485,1.59,1.54,1.59
2019-01-02 14:14:00,0.3385,1.49,1.51,1.49
2019-01-02 14:24:00,0.3385,1.61,1.62,1.61
2019-01-02 14:34:00,0.3385,1.8,1.76,1.8
2019-01-02 14:44:00,0.3385,1.87,-9.99,1.87
2019-01-02 14:54:00,0.3494,1.8,1.74,1.8
2019-01-02 15:04:00,0.3385,1.8,1.81,1.8
2019-01-02 15:14:00,0.3434,2.16,2.18,2.16
2019-01-02 15:24:00,0.3385,2.01,1.91,2.01
2019-01-02 15:34:00,0.3494,1.94,1.91,1.94
2019-01-02 15:44:00,0.3385,1.93,2.0,1.93
2019-01-02 15:54:00,0.3403,2.2,-9.99,2.2
2019-01-02 16:04:00,0.3385,1.99,2.05,1.99
2019-01-02 16:14:00,0.3385,2.48,-9.99,2.48
2019-01-02 16:24:00,0.3385,2.39,2.4,2.39
2019-01-02 16:34:00,0.3461,2.48,2.46,2.48
2019-01-02 16:44:00,0.3494,2.75,2.57,2.75
2019-01-02 16:54:00,0.3494,2.76,2.74,2.76
2019-01-02 17:04:00,0.3494,2.7,2.61,2.7
2019-01-02 17:14:00,0.3494,2.67,2.47,2.67
2019-01-02 17:24:00,0.3494,2.8,2.78,2.8
2019-01-02 17:34:00,0.349,2.82,2.72,2.82
2019-01-02 17:44:00,0.3474,2.91,2.83,2.91
2019-01-02 17:54:00,0.3494,3.77,3.88,3.77
2019-01-02 18:04:00,0.3494,4.95,-9.99,4.95
2019-01-02 18:14:00,0.3494,4.12,-9.99,4.12
2019-01-02 18:24:00,0.3494,3.74,3.74,3.74
2019-01-02 18:34:00,0.3494,3.98,3.82,3.98
2019-01-02 18:44:00,0.3494,4.07,4.05,4.07
2019-01-02 18:54:00,0.3494,3.83,3.65,3.83
2019-01-02 19:04:00,0.3494,3.57,3.55,3.57
2019-01-02 19:14:00,0.3494,3.44,-9.99,3.44
2019-01-02 19:24:00,0.3494,3.25,3.11,3.25
2019-01-02 19:34:00,0.3494,3.2,3.09,3.2
2019-01-02 19:44:00,0.3494,3.41,3.47,3.41
2019-01-02 19:54:00,0.3494,3.92,3.84,3.92
2019-01-02 20:04:00,0.3494,3.44,3.36,3.44
2019-01-02 20:14:00,0.3494,3.37,3.35,3.37
2019-01-02 20:24:00,0.3494,3.59,3.51,3.59
2019-01-02 20:34:00,0.3494,3.59,3.54,3.59
2019-01-02 20:44:00,0.3494,4.58,-9.99,4.58
2019-01-02 20:54:00,0.3494,3.61,3.49,3.61
2019-01-02 21:04:00,0.3494,3.36,3.18,3.36
2019-01-02 21:14:00,0.3494,2.99,-9.99,2.99
2019-01-02 21:24:00,0.3494,2.59,2.53,2.59
2019-01-02 21:34:00,0.3494,2.5,2.39,2.5
2019-01-02 21:44:00,0.3494,2.18,2.03,2.18
2019-01-02 21:54:00,0.3494,1.79,1.71,1.79
2019-01-02 22:04:00,0.349,1.79,1.72,1.79
2019-01-02 22:14:00,0.3469,1.81,-9.99,1.81
2019-01-02 22:24:00,0.3494,1.94,1.89,1.94
2019-01-02 22:34:00,0.3447,1.77,1.7,1.77
2019-01-02 22:44:00,0.3385,1.69,1.65,1.69
2019-01-02 22:54:00,0.3494,1.71,1.65,1.71
2019-01-02 23:04:00,0.3494,1.68,1.62,1.68
2019-01-02 23:14:00,0.3494,1.62,1.56,1.62
2019-01-02 23:24:00,0.3494,1.58,1.53,1.58
2019-01-02 23:34:00,0.3494,1.49,1.43,1.49
2019-01-02 23:44:00,0.3494,1.44,1.41,1.44
2019-01-02 23:54:00,0.3494,1.38,1.32,1.38
2019-01-03 00:04:00,0.3494,1.36,1.33,1.36
2019-01-03 00:14:00,0.3494,1.41,1.37,1.41
2019-01-03 00:24:00,0.3494,1.49,1.45,1.49
2019-01-03 00:34:00,0.3494,1.85,1.91,1.85
2019-01-03 00:44:00,0.3494,2.26,2.38,2.26
2019-01-03 00:54:00,0.3494,2.29,-9.99,2.29
2019-01-03 01:04:00,0.3494,1.62,1.46,1.62
2019-01-03 01:14:00,0.3494,1.19,1.12,1.19
2019-01-03 01:24:00,0.3494,1.1,1.09,1.1
2019-01-03 01:34:00,0.3494,1.12,1.1,1.12
2019-01-03 01:44:00,0.3494,1.08,1.03,1.08
2019-01-03 01:54:00,0.3494,0.98,0.93,0.98
2019-01-03 02:04:00,0.3494,0.96,0.97,0.96
2019-01-03 02:14:00,0.3494,1.02,-9.99,1.02
2019-01-03 02:24:00,0.3494,1.0,0.99,1.0
2019-01-03 02:34:00,0.3494,1.0,0.96,1.0
2019-01-03 02:44:00,0.3494,0.98,0.96,0.98
2019-01-03 02:54:00,0.3494,0.96,-9.99,0.96
2019-01-03 03:04:00,0.3494,0.95,0.93,0.95
2019-01-03 03:14:00,0.3494,0.96,0.95,0.96
2019-01-03 03:24:00,0.3494,1.12,1.14,1.12
2019-01-03 03:34:00,0.3494,1.32,1.31,1.32
2019-01-03 03:44:00,0.3494,1.39,1.36,1.39
2019-01-03 03:54:00,0.3492,1.49,1.45,1.49
2019-01-03 04:04:00,0.3494,1.51,1.48,1.51
2019-01-03 04:14:00,0.3492,1.53,1.49,1.53
2019-01-03 04:24:00,0.3494,1.38,1.3,1.38
2019-01-03 04:34:00,0.3494,1.31,1.26,1.31
2019-01-03 04:44:00,0.3494,1.15,1.11,1.15
2019-01-03 04:54:00,0.3494,1.13,1.11,1.13
2019-01-03 05:04:00,0.3494,1.13,1.09,1.13
2019-01-03 05:14:00,0.3494,1.05,1.02,1.05
2019-01-03 05:24:00,0.3494,1.14,-9.99,1.14
2019-01-03 05:34:00,0.3494,1.07,-9.99,1.07
2019-01-03 05:44:00,0.3494,1.17,1.15,1.17
2019-01-03 05:54:00,0.3494,1.22,1.21,1.22
2019-01-03 06:04:00,0.342,1.27,-9.99,1.27
2019-01-03 06:14:00,0.3494,1.45,1.44,1.45
2019-01-03 06:24:00,0.3494,1.42,1.36,1.42
2019-01-03 06:34:00,0.3494,1.44,1.41,1.44
2019-01-03 06:44:00,0.3494,1.42,1.37,1.42
2019-01-03 06:54:00,0.3494,1.41,1.37,1.41
2019-01-03 07:04:00,0.3494,1.3,1.29,1.3
2019-01-03 07:14:00,0.3494,1.35,1.3,1.35
2019-01-03 07:24:00,0.3445,1.45,1.47,1.45
2019-01-03 07:34:00,0.3385,1.41,1.38,1.41
2019-01-03 07:44:00,0.3494,1.34,1.3,1.34
2019-01-03 07:54:00,0.3494,1.22,1.16,1.22
2019-01-03 08:04:00,0.3494,1.64,-9.99,1.64
2019-01-03 08:14:00,0.3494,2.35,2.18,2.35
2019-01-03 08:24:00,0.3494,1.55,1.5,1.55
2019-01-03 08:34:00,0.3494,1.57,1.51,1.57
2019-01-03 08:44:00,0.349,1.53,1.53,1.53
2019-01-03 08:54:00,0.3492,1.92,1.89,1.92
2019-01-03 09:04:00,0.3494,1.97,1.82,1.97
2019-01-03 09:14:00,0.3494,1.72,1.64,1.72
2019-01-03 09:24:00,0.3494,1.79,-9.99,1.79
2019-01-03 09:34:00,0.3494,1.71,-9.99,1.71
2019-01-03 09:44:00,0.3494,1.61,1.49,1.61
2019-01-03 09:54:00,0.3494,1.31,-9.99,1.31
2019-01-03 10:04:00,0.3385,-0.34,3.22,3.22
2019-01-03 10:14:00,0.3385,2.7,2.65,2.7
2019-01-03 10:24:00,0.3385,3.79,2.61,3.79
2019-01-03 10:34:00,0.3385,2.81,2.78,2.81
2019-01-03 10:44:00,0.3385,3.16,3.17,3.16
2019-01-03 10:54:00,0.3385,3.34,3.34,3.34
2019-01-03 11:04:00,0.3385,3.41,3.38,3.41
2019-01-03 11:14:00,0.3385,3.2,3.28,3.2
2019-01-03 11:24:00,0.3385,3.04,2.96,3.04
2019-01-03 11:34:00,0.3385,3.1,3.2,3.1
2019-01-03 11:44:00,0.3385,3.71,3.72,3.71
2019-01-03 11:54:00,0.3385,2.98,2.97,2.98
2019-01-03 12:04:00,0.3385,2.88,2.82,2.88
2019-01-03 12:14:00,0.3385,2.6,2.62,2.6
2019-01-03 12:24:00,0.3385,2.65,2.6,2.65
2019-01-03 12:34:00,0.3494,2.77,2.7,2.77
2019-01-03 12:44:00,0.3483,2.51,2.4,2.51
2019-01-03 12:54:00,0.3385,2.16,2.17,2.16
2019-01-03 13:04:00,0.3385,2.03,1.98,2.03
2019-01-03 13:14:00,0.3494,2.01,2.03,2.01
2019-01-03 13:24:00,0.3385,2.01,1.98,2.01
2019-01-03 13:34:00,0.3385,2.16,2.2,2.16
2019-01-03 13:44:00,0.3385,2.21,2.19,2.21
2019-01-03 13:54:00,0.347,2.4,2.36,2.4
2019-01-03 14:04:00,0.3385,2.5,2.49,2.5
2019-01-03 14:14:00,0.3385,2.2,2.2,2.2
2019-01-03 14:24:00,0.3412,2.33,2.39,2.33
2019-01-03 14:34:00,0.3385,2.11,2.09,2.11
2019-01-03 14:44:00,0.3385,2.39,2.4,2.39
2019-01-03 14:54:00,0.3385,2.29,2.3,2.29
2019-01-03 15:04:00,0.3385,2.28,2.29,2.28
2019-01-03 15:14:00,0.3385,2.35,2.37,2.35
2019-01-03 15:24:00,0.3385,2.4,2.42,2.4
2019-01-03 15:34:00,0.3385,2.33,2.31,2.33
2019-01-03 15:44:00,0.3385,2.47,2.42,2.47
2019-01-03 15:54:00,0.3385,2.64,2.77,2.64
2019-01-03 16:04:00,0.3385,2.44,2.38,2.44
2019-01-03 16:14:00,0.3385,2.29,2.33,2.29
2019-01-03 16:24:00,0.3385,2.8,2.72,2.8
2019-01-03 16:34:00,0.3385,2.87,2.79,2.87
2019-01-03 16:44:00,0.3385,2.66,2.61,2.66
2019-01-03 16:54:00,0.3385,2.82,2.83,2.82
2019-01-03 17:04:00,0.3494,2.79,2.66,2.79
2019-01-03 17:14:00,0.3423,2.77,2.67,2.77
2019-01-03 17:24:00,0.3489,2.77,2.81,2.77
2019-01-03 17:34:00,0.3494,3.17,2.98,3.17
2019-01-03 17:44:00,0.3489,3.45,3.43,3.45
2019-01-03 17:54:00,0.3385,4.05,4.31,4.05
2019-01-03 18:04:00,0.3492,3.9,3.86,3.9
2019-01-03 18:14:00,0.3494,4.57,4.63,4.57
2019-01-03 18:24:00,0.3487,3.9,-9.99,3.9
2019-01-03 18:34:00,0.3385,3.47,3.5,3.47
2019-01-03 18:44:00,0.3385,3.5,3.58,3.5
2019-01-03 18:54:00,0.3385,3.98,3.95,3.98
2019-01-03 19:04:00,0.3385,3.73,3.71,3.73
2019-01-03 19:14:00,0.3385,3.84,3.9,3.84
2019-01-03 19:24:00,0.343,3.66,3.56,3.66
2019-01-03 19:34:00,0.3385,3.43,3.33,3.43
2019-01-03 19:44:00,0.3385,3.48,3.3,3.48
2019-01-03 19:54:00,0.3494,3.77,3.73,3.77
2019-01-03 20:04:00,0.3494,3.57,3.47,3.57
2019-01-03 20:14:00,0.3443,3.55,3.44,3.55
2019-01-03 20:24:00,0.3492,3.65,3.68,3.65
2019-01-03 20:34:00,0.3385,3.74,3.82,3.74
2019-01-03 20:44:00,0.3385,4.09,4.08,4.09
2019-01-03 20:54:00,0.3385,3.87,3.87,3.87
2019-01-03 21:04:00,0.3385,4.5,4.55,4.5
2019-01-03 21:14:00,0.3385,5.38,5.32,5.38
2019-01-03 21:24:00,0.3385,5.2,4.95,5.2
2019-01-03 21:34:00,0.3385,4.82,4.72,4.82
2019-01-03 21:44:00,0.3385,4.79,4.71,4.79
2019-01-03 21:54:00,0.3385,4.59,4.47,4.59
2019-01-03 22:04:00,0.3385,4.28,4.23,4.28
2019-01-03 22:14:00,0.3385,4.32,4.28,4.32
2019-01-03 22:24:00,0.3385,4.56,-9.99,4.56
2019-01-03 22:34:00,0.3385,4.74,4.63,4.74
2019-01-03 22:44:00,0.3385,4.67,4.56,4.67
2019-01-03 22:54:00,0.3385,4.7,4.53,4.7
2019-01-03 23:04:00,0.3385,3.99,3.73,3.99
2019-01-03 23:14:00,0.3385,2.54,2.41,2.54
2019-01-03 23:24:00,0.3383,2.31,2.24,2.31
2019-01-03 23:34:00,0.3276,2.58,2.61,2.58
2019-01-03 23:44:00,0.3347,3.21,3.25,3.21
2019-01-03 23:54:00,0.3385,3.9,3.89,3.9
2019-01-04 00:04:00,0.3385,3.88,3.64,3.88
2019-01-04 00:14:00,0.3385,2.74,2.58,2.74
2019-01-04 00:24:00,0.3385,2.38,2.24,2.38
2019-01-04 00:34:00,0.336,2.1,-9.99,2.1
2019-01-04 00:44:00,0.3385,1.89,1.82,1.89
2019-01-04 00:54:00,0.3385,1.85,1.78,1.85
2019-01-04 01:04:00,0.3385,2.02,2.02,2.02
2019-01-04 01:14:00,0.3332,2.42,2.41,2.42
2019-01-04 01:24:00,0.3307,2.19,2.07,2.19
2019-01-04 01:34:00,0.3276,1.93,1.93,1.93
2019-01-04 01:44:00,0.3283,1.73,1.74,1.73
2019-01-04 01:54:00,0.3383,1.7,1.62,1.7
2019-01-04 02:04:00,0.3341,1.81,1.8,1.81
2019-01-04 02:14:00,0.3385,3.32,3.63,3.32
2019-01-04 02:24:00,0.3385,5.61,5.65,5.61
2019-01-04 02:34:00,0.3312,6.52,6.29,6.52
2019-01-04 02:44:00,0.3276,5.56,5.39,5.56
2019-01-04 02:54:00,0.3276,5.36,5.38,5.36
2019-01-04 03:04:00,0.3276,5.51,5.56,5.51
2019-01-04 03:14:00,0.3285,4.85,4.82,4.85
2019-01-04 03:24:00,0.3276,4.73,4.78,4.73
2019-01-04 03:34:00,0.3276,5.08,5.14,5.08
2019-01-04 03:44:00,0.3276,6.31,6.51,6.31
2019-01-04 03:54:00,0.3276,6.76,6.8,6.76
2019-01-04 04:04:00,0.3276,6.54,6.37,6.54
2019-01-04 04:14:00,0.3276,5.43,5.31,5.43
2019-01-04 04:24:00,0.3276,4.69,4.54,4.69
2019-01-04 04:34:00,0.3276,3.96,3.88,3.96
2019-01-04 04:44:00,0.3276,3.56,3.47,3.56
2019-01-04 04:54:00,0.3276,3.03,2.88,3.03
2019-01-04 05:04:00,0.3276,2.63,2.51,2.63
2019-01-04 05:14:00,0.3276,3.42,3.69,3.42
2019-01-04 05:24:00,0.3276,2.54,2.3,2.54
2019-01-04 05:34:00,0.3276,2.27,2.18,2.27
