datetime,lat,lon,cluster
2019-05-02 05:00:00,20.904,106.012,1
2019-05-09 17:00:00,20.98,106.071,1
2019-05-10 05:00:00,21.027,106.026,1
2019-05-10 17:00:00,20.885,105.904,1
2019-05-21 05:00:00,20.831,105.946,1
2019-05-21 17:00:00,21.019,105.912,1
2019-05-22 05:00:00,20.991,105.917,1
2019-05-22 17:00:00,20.943,105.832,1
2019-07-02 05:00:00,21.198,105.881,1
2019-07-02 17:00:00,21.232,105.723,1
2019-07-03 05:00:00,21.345,105.86,1
2019-07-03 17:00:00,21.048,105.729,1
2019-07-31 05:00:00,21.269,105.887,1
2019-07-31 17:00:00,21.295,105.655,1
2019-08-01 05:00:00,21.36,105.658,1
2019-08-24 05:00:00,21.318,105.832,1
2019-08-29 05:00:00,21.395,106.019,1
2019-08-29 17:00:00,21.182,106.332,1
2019-08-31 17:00:00,21.109,106.018,1
2019-09-01 05:00:00,21.224,106.005,1
2019-09-01 17:00:00,21.296,105.938,1
2019-09-02 05:00:00,21.508,106.047,1
2019-09-02 17:00:00,21.404,106.216,1
2019-09-03 05:00:00,21.474,106.131,1
2019-09-03 17:00:00,21.371,105.927,1
2019-09-04 05:00:00,21.347,105.968,1
2019-09-04 17:00:00,21.249,105.895,1
2019-09-05 05:00:00,21.264,105.876,1
2019-09-18 05:00:00,21.152,106.034,1
2019-09-18 17:00:00,21.155,106.011,1
2019-09-19 05:00:00,21.166,105.989,1
2019-09-19 17:00:00,21.037,105.982,1
2019-09-20 05:00:00,21.133,105.971,1
2019-09-20 17:00:00,21.384,105.997,1
2019-09-21 05:00:00,21.452,106.132,1
2019-09-21 17:00:00,21.345,105.932,1
2019-09-22 05:00:00,21.364,106.063,1
2019-09-22 17:00:00,21.211,105.907,1
2019-09-23 05:00:00,21.187,105.879,1
2019-09-23 17:00:00,21.151,105.956,1
2019-09-24 05:00:00,21.218,106.007,1
2019-09-24 17:00:00,21.159,105.966,1
2019-09-25 05:00:00,21.165,105.949,1
2019-09-25 17:00:00,21.089,105.984,1
2019-09-26 05:00:00,21.15,105.872,1
2019-09-26 17:00:00,21.159,105.987,1
2019-09-27 05:00:00,21.112,105.93,1
2019-09-27 17:00:00,21.006,106.037,1
2019-09-28 05:00:00,21.081,105.791,1
2019-10-07 05:00:00,21.213,106.101,1
2019-10-07 17:00:00,21.091,105.978,1
2019-10-13 17:00:00,21.079,106.07,1
2019-10-14 05:00:00,21.147,106.113,1
2019-10-14 17:00:00,21.184,106.106,1
2019-10-15 05:00:00,21.209,106.179,1
2019-10-15 17:00:00,21.085,106.15,1
2019-10-16 05:00:00,21.092,106.069,1
2019-10-18 05:00:00,21.21,106.114,1
2019-10-18 17:00:00,21.051,106.027,1
2019-10-19 05:00:00,21.096,105.985,1
2019-10-19 17:00:00,20.977,105.966,1
2019-10-20 05:00:00,20.99,106.002,1
2019-10-28 05:00:00,21.219,106.039,1
2019-10-28 17:00:00,21.339,106.088,1
2019-10-29 05:00:00,21.414,105.933,1
2019-10-29 17:00:00,21.225,106.019,1
2019-10-30 05:00:00,21.228,106.057,1
2019-10-30 17:00:00,21.292,105.973,1
2019-10-31 05:00:00,21.259,105.959,1
2019-10-31 17:00:00,21.218,105.944,1
2019-11-01 05:00:00,21.173,105.969,1
2019-11-01 17:00:00,21.08,106.015,1
2019-11-02 05:00:00,21.063,106.049,1
2019-11-02 17:00:00,21.146,105.963,1
2019-11-03 05:00:00,21.217,105.989,1
2019-11-03 17:00:00,21.238,105.964,1
2019-11-04 05:00:00,21.272,105.884,1
2019-11-04 17:00:00,21.246,105.96,1
2019-11-05 05:00:00,21.144,105.995,1
2019-11-05 17:00:00,21.033,105.976,1
2019-11-06 05:00:00,20.958,105.879,1
2019-11-06 17:00:00,21.139,106.02,1
2019-11-07 05:00:00,21.298,106.148,1
2019-11-07 17:00:00,21.184,105.952,1
2019-11-08 05:00:00,21.115,106.073,1
2019-11-08 17:00:00,21.075,105.877,1
2019-11-09 05:00:00,20.969,105.948,1
2019-11-09 17:00:00,21.036,105.882,1
2019-11-10 05:00:00,21.125,106.101,1
2019-11-10 17:00:00,21.096,105.918,1
2019-11-11 05:00:00,21.011,105.862,1
2019-11-11 17:00:00,20.933,105.891,1
2019-11-12 05:00:00,20.9,105.914,1
2019-11-13 17:00:00,21.374,106.094,1
2019-11-14 05:00:00,21.33,105.981,1
2019-11-14 17:00:00,21.054,105.861,1
2019-11-15 05:00:00,20.831,105.82,1
2019-11-18 17:00:00,21.336,106.061,1
2019-11-19 05:00:00,21.192,105.991,1
2019-11-19 17:00:00,21.07,105.997,1
2019-11-20 05:00:00,21.054,105.844,1
2019-11-20 17:00:00,21.082,106.079,1
2019-11-21 05:00:00,21.092,106.026,1
2019-11-21 17:00:00,21.024,105.947,1
2019-11-22 05:00:00,20.859,105.914,1
2019-11-25 17:00:00,21.164,106.108,1
2019-11-26 05:00:00,21.028,106.014,1
2019-11-28 05:00:00,21.227,106.081,1
2019-11-28 17:00:00,21.068,106.062,1
2019-11-29 05:00:00,21.024,106.034,1
2019-12-01 17:00:00,21.372,106.186,1
2019-12-02 05:00:00,21.347,106.124,1
2019-12-02 17:00:00,21.282,106.072,1
2019-12-03 05:00:00,21.341,106.103,1
2019-12-03 17:00:00,21.287,105.944,1
2019-12-04 05:00:00,21.326,106.047,1
2019-12-04 17:00:00,21.393,105.99,1
2019-12-05 05:00:00,21.439,105.935,1
2019-12-05 17:00:00,21.403,106.114,1
2019-12-06 05:00:00,21.367,106.06,1
2019-12-06 17:00:00,21.35,106.091,1
2019-12-07 05:00:00,21.257,106.033,1
2019-12-07 17:00:00,21.215,106.001,1
2019-12-08 05:00:00,21.15,105.998,1
2019-12-08 17:00:00,21.182,105.963,1
2019-12-09 05:00:00,21.2,105.893,1
2019-12-09 17:00:00,21.112,105.896,1
2019-12-10 05:00:00,21.09,105.889,1
2019-12-10 17:00:00,21.106,105.976,1
2019-12-11 05:00:00,21.111,105.905,1
2019-12-11 17:00:00,20.952,105.858,1
2019-12-12 05:00:00,21.081,105.979,1
