2023-10-07 05:00:00,Hanoi,@1583,82,7,18,20,6,28,1009,88,2.5
2023-09-30 22:00:00,BacNinh,bac-ninh,50,5,6,5,3,27.5,1010,91,0.5
2023-09-20 09:00:00,HaiPhong,hai-phong,1,NA,NA,NA,NA,32,1010,66,3
2023-10-07 05:00:00,LangSon,lang-son,56,9,NA,NA,1,25.5,976.9,82.5,1
2023-07-16 18:00:00,HoChiMinh,ho-chi-minh-city,53,NA,NA,NA,NA,28,1005,94,3.6
2023-10-07 05:00:00,CanTho,can-tho,17,NA,3,3,2,26,1010,100,0.5
2023-10-05 19:00:00,Pleiku,gia-lai,20,2,NA,6,4,26.8,921.6,77.8,1
2023-10-07 05:00:00,CaoBang,cao-bang,38,8,NA,1,NA,23.4,983,94.7,2
2023-10-07 05:00:00,TayNinh,tay-ninh,NA,NA,3,5,1,27.4,1009.6,99.4,1
2023-09-20 08:00:00,SonLa,son-la,2,NA,NA,NA,NA,27.8,936.7,73.4,3
2023-10-06 13:00:00,HaiDuong,hai-duong,NA,NA,1,NA,13,34,1007,59,3.6
2023-10-07 05:00:00,DaNang,da-nang,14,5,17,13,2,26,1008.5,94,0.7
2023-10-07 05:00:00,Hue,hue,4,1,11,11,7,25,1010,94,3.3
2023-10-07 05:00:00,NhaTrang,nha-trang,12,10,2,13,3,26,1010,88,1.5
2023-10-07 06:00:12.385232+07:00,HaLong,quang-ninh,-,-,-,-,-,-,-,-,-
2023-10-07 06:00:13.527053+07:00,LaoCai,lao-cai,-,NA,NA,NA,NA,-,-,-,-
2023-10-07 06:00:14.805726+07:00,NgheAn,nghe-an,27,3,-,58,5,27,1007,92,1
2023-10-07 06:00:16.071848+07:00,BacGiang,bac-giang,75,9,20,20,5,28,1009,88,3
2023-10-07 06:00:00,US-Embassy,@8641,114,2.9,11.9,10.7,0.1,28,1010,83,2.5
2023-10-07 06:00:00,Hanoi,@1583,91,7,26,21,9,27.5,1009,88,2.3
2023-09-30 22:00:00,BacNinh,bac-ninh,50,5,6,5,3,27.5,1010,91,0.5
2023-09-20 09:00:00,HaiPhong,hai-phong,1,NA,NA,NA,NA,32,1010,66,3
2023-10-07 06:00:00,LangSon,lang-son,47,9,NA,NA,1,25.5,976.9,82.5,1
2023-07-16 18:00:00,HoChiMinh,ho-chi-minh-city,53,NA,NA,NA,NA,28,1005,94,3.6
2023-10-07 06:00:00,CanTho,can-tho,24,NA,2,3,2,25,1011,100,0.2
2023-10-05 19:00:00,Pleiku,gia-lai,20,2,NA,6,4,26.8,921.6,77.8,1
2023-10-07 06:00:00,CaoBang,cao-bang,38,8,NA,1,NA,23.4,983,94.7,2
2023-10-07 06:00:00,TayNinh,tay-ninh,NA,NA,3,5,1,27.4,1010.4,99.4,1
2023-09-20 08:00:00,SonLa,son-la,2,NA,NA,NA,NA,27.8,936.7,73.4,3
2023-10-06 13:00:00,HaiDuong,hai-duong,NA,NA,1,NA,13,34,1007,59,3.6
2023-10-07 06:00:00,DaNang,da-nang,11,5,16,13,2,27,1010,74,2.5
2023-10-07 06:00:00,Hue,hue,4,1,11,11,6,25,1010,94,1
2023-10-07 06:00:00,NhaTrang,nha-trang,13,10,1,14,4,26,1010,88,1.5
2023-10-07 07:00:13.271858+07:00,HaLong,quang-ninh,-,-,-,-,-,-,-,-,-
2023-10-07 07:00:14.433541+07:00,LaoCai,lao-cai,-,NA,NA,NA,NA,-,-,-,-
2023-10-07 07:00:15.622543+07:00,NgheAn,nghe-an,18,3,-,58,5,27,1007,92,1
2023-10-07 07:00:16.891787+07:00,BacGiang,bac-giang,76,14,24,21,5,28,1010,83,3
2023-10-07 07:00:00,US-Embassy,@8641,127,2.9,14.2,10.7,0.1,26,1011,88,4.6
2023-10-07 07:00:00,Hanoi,@1583,103,7,31,21,9,26,1011,88,4.6
2023-09-30 22:00:00,BacNinh,bac-ninh,50,5,6,5,3,27.5,1010,91,0.5
2023-09-20 09:00:00,HaiPhong,hai-phong,1,NA,NA,NA,NA,32,1010,66,3
2023-10-07 07:00:00,LangSon,lang-son,52,10,NA,NA,1,25.5,976.9,82.5,1
2023-07-16 18:00:00,HoChiMinh,ho-chi-minh-city,53,NA,NA,NA,NA,28,1005,94,3.6
2023-10-07 07:00:00,CanTho,can-tho,40,NA,1,3,4,26,1011,100,0.2
2023-10-05 19:00:00,Pleiku,gia-lai,20,2,NA,6,4,26.8,921.6,77.8,1
2023-10-07 07:00:00,CaoBang,cao-bang,37,8,NA,2,NA,23.4,983,94.7,2
2023-10-07 07:00:00,TayNinh,tay-ninh,NA,NA,3,5,3,28,1011,97.1,1
2023-09-20 08:00:00,SonLa,son-la,2,NA,NA,NA,NA,27.8,936.7,73.4,3
2023-10-06 13:00:00,HaiDuong,hai-duong,NA,NA,1,NA,13,34,1007,59,3.6
2023-10-07 07:00:00,DaNang,da-nang,9,5,16,13,3,27,1011,83,0.5
2023-10-07 07:00:00,Hue,hue,6,1,11,11,7,25,1010,94,1.5
2023-10-07 07:00:00,NhaTrang,nha-trang,15,10,2,14,6,28,1011,83,1.5
2023-10-07 08:00:12.797911+07:00,HaLong,quang-ninh,-,-,-,-,-,-,-,-,-
2023-10-07 08:00:14.067665+07:00,LaoCai,lao-cai,-,NA,NA,NA,NA,-,-,-,-
2023-10-07 08:00:15.211355+07:00,NgheAn,nghe-an,30,3,-,58,5,27,1009,92,1
2023-10-07 08:00:16.604302+07:00,BacGiang,bac-giang,-,-,-,-,-,-,-,-,-
2023-10-07 08:00:00,US-Embassy,@8641,68,2.9,18.8,10.7,0.2,25,1012,100,4.6
2023-10-07 08:00:00,Hanoi,@1583,95,7,41,21,14,25,1012,100,4.6
2023-09-30 22:00:00,BacNinh,bac-ninh,50,5,6,5,3,27.5,1010,91,0.5
2023-09-20 09:00:00,HaiPhong,hai-phong,1,NA,NA,NA,NA,32,1010,66,3
2023-10-07 08:00:00,LangSon,lang-son,47,8,NA,NA,1,24.9,979.5,83.4,1
2023-07-16 18:00:00,HoChiMinh,ho-chi-minh-city,53,NA,NA,NA,NA,28,1005,94,3.6
2023-10-07 08:00:00,CanTho,can-tho,39,NA,1,3,4,29,1012,83,2.5
2023-10-05 19:00:00,Pleiku,gia-lai,20,2,NA,6,4,26.8,921.6,77.8,1
2023-10-07 08:00:00,CaoBang,cao-bang,37,8,NA,2,NA,22.4,985.7,96.4,1
2023-10-07 08:00:00,TayNinh,tay-ninh,NA,NA,4,5,3,28.9,1011.6,90,1
2023-09-20 08:00:00,SonLa,son-la,2,NA,NA,NA,NA,27.8,936.7,73.4,3
2023-10-06 13:00:00,HaiDuong,hai-duong,NA,NA,1,NA,13,34,1007,59,3.6
2023-10-07 08:00:00,DaNang,da-nang,9,5,16,13,3,27,1011,88,1
2023-10-07 08:00:00,Hue,hue,6,1,12,11,9,26,1010,88,3
2023-10-07 08:00:00,NhaTrang,nha-trang,13,10,2,14,6,29.5,1011.5,78.5,1.2
2023-10-07 09:00:12.916168+07:00,HaLong,quang-ninh,-,-,-,-,-,-,-,-,-
2023-10-07 09:00:14.050826+07:00,LaoCai,lao-cai,-,NA,NA,NA,NA,-,-,-,-
