Tstamp,station_ID,pm25,pm10,h,t
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 01:51:48,A364435,135,53,63,23.8
2024-01-16 01:56:19,A358570,132,52,67,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 02:56:05,A230398,6,1,66,24.4
2024-01-16 02:54:27,A230383,144,56,68,23.3
2024-01-16 02:54:17,A230626,153,61,74,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 02:56:01,A364435,147,55,64,23.8
2024-01-16 02:54:20,A358570,136,54,67,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 03:56:06,A230398,0,0,61,24.4
2024-01-16 03:56:28,A230383,145,56,69,23.3
2024-01-16 03:56:18,A230626,138,56,73,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 03:56:01,A364435,139,53,67,23.3
2024-01-16 03:56:21,A358570,136,54,67,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 04:56:08,A230398,5,1,61,24.4
2024-01-16 04:56:29,A230383,160,64,67,23.3
2024-01-16 04:56:19,A230626,137,56,73,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 04:56:02,A364435,159,62,67,23.3
2024-01-16 04:56:22,A358570,156,60,67,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 05:56:09,A230398,16,4,61,24.4
2024-01-16 05:56:30,A230383,158,63,66,23.8
2024-01-16 05:56:21,A230626,150,59,71,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 05:54:03,A364435,175,78,67,23.3
2024-01-16 05:54:23,A358570,167,69,66,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 06:56:10,A230398,5,1,61,24.4
2024-01-16 06:56:31,A230383,165,68,65,23.8
2024-01-16 06:56:22,A230626,145,58,68,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 06:40:03,A364435,182,86,67,23.3
2024-01-16 06:56:24,A358570,176,79,67,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 07:58:11,A230398,28,6,64,24.4
2024-01-16 07:56:33,A230383,167,71,63,24.4
2024-01-16 07:56:23,A230626,165,73,68,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 07:50:11,A364435,184,87,66,23.3
2024-01-16 07:56:25,A358570,177,79,66,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 08:56:12,A230398,31,7,62,24.4
2024-01-16 08:54:34,A230383,160,64,60,25
2024-01-16 08:54:24,A230626,146,58,65,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 08:46:13,A364435,185,87,64,23.8
2024-01-16 08:54:26,A358570,179,81,64,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 09:54:12,A230398,1,0,61,25.5
2024-01-16 09:54:35,A230383,152,59,56,26.6
2024-01-16 09:52:25,A230626,124,53,62,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 09:54:19,A364435,155,59,60,25
2024-01-16 09:54:27,A358570,166,70,65,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 10:54:14,A230398,8,2,57,26.1
2024-01-16 10:54:36,A230383,135,54,49,28.3
2024-01-16 10:54:27,A230626,115,50,56,26.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 10:52:17,A364435,107,43,55,26.1
2024-01-16 10:54:28,A358570,108,42,60,25
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 11:56:16,A230398,6,1,57,26.1
2024-01-16 11:56:37,A230383,142,56,51,27.7
2024-01-16 11:56:33,A230626,122,52,56,26.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 11:54:21,A364435,120,49,55,26.1
2024-01-16 11:56:29,A358570,135,53,59,25
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 12:54:16,A230398,18,4,57,26.1
2024-01-16 12:56:38,A230383,145,56,53,26.6
2024-01-16 12:56:34,A230626,115,49,57,26.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 12:56:22,A364435,119,49,56,26.1
2024-01-16 12:56:30,A358570,151,57,60,25
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 13:56:18,A230398,0,0,53,26.1
2024-01-16 13:54:39,A230383,115,46,46,28.8
2024-01-16 13:54:35,A230626,75,27,52,27.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 13:54:29,A364435,108,43,53,26.6
2024-01-16 13:54:31,A358570,122,49,59,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 14:54:19,A230398,1,0,51,26.6
2024-01-16 14:56:40,A230383,116,47,46,27.7
2024-01-16 14:56:36,A230626,77,27,50,27.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 14:56:30,A364435,111,44,50,27.2
2024-01-16 14:56:32,A358570,117,46,56,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 15:54:19,A230398,4,2,53,26.1
2024-01-16 15:54:41,A230383,111,44,51,26.1
2024-01-16 15:54:37,A230626,82,30,54,26.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 15:54:31,A364435,90,32,50,26.6
2024-01-16 15:54:33,A358570,94,33,54,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 16:56:21,A230398,5,1,59,25
2024-01-16 16:56:47,A230383,144,55,60,25
2024-01-16 16:56:38,A230626,94,38,61,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 16:54:35,A364435,89,33,56,25.5
2024-01-16 16:56:34,A358570,87,29,57,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 17:56:23,A230398,6,1,64,25
2024-01-16 17:56:46,A230383,154,60,66,23.8
2024-01-16 17:56:39,A230626,94,37,68,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 17:54:36,A364435,91,34,60,25
2024-01-16 17:56:35,A358570,94,33,61,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 18:56:24,A230398,11,3,68,23.8
2024-01-16 18:56:47,A230383,104,40,72,23.3
2024-01-16 18:56:40,A230626,87,33,75,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 18:56:37,A364435,77,26,67,23.8
2024-01-16 18:56:36,A358570,99,37,67,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 19:54:24,A230398,2,1,70,23.8
2024-01-16 19:54:48,A230383,129,52,72,23.3
2024-01-16 19:54:42,A230626,108,46,76,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 19:54:43,A364435,118,48,67,23.8
2024-01-16 19:54:37,A358570,125,50,69,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 20:54:25,A230398,10,2,70,24.4
2024-01-16 20:56:49,A230383,154,60,71,23.3
2024-01-16 20:56:43,A230626,140,57,77,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 20:56:41,A364435,126,51,67,23.8
2024-01-16 20:56:38,A358570,129,51,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 21:56:28,A230398,8,2,69,24.4
2024-01-16 21:56:50,A230383,163,66,73,22.7
2024-01-16 21:56:44,A230626,153,60,78,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 21:54:41,A364435,141,54,66,23.3
2024-01-16 21:54:40,A358570,137,54,68,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 22:56:29,A230398,23,5,69,24.4
2024-01-16 22:56:51,A230383,160,63,73,22.7
2024-01-16 22:56:45,A230626,153,61,78,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 22:54:42,A364435,152,57,67,23.3
2024-01-16 22:56:41,A358570,152,58,68,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-16 23:56:30,A230398,3,1,69,24.4
2024-01-16 23:56:53,A230383,157,61,73,22.7
2024-01-16 23:56:46,A230626,144,58,77,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-16 23:54:43,A364435,156,59,67,23.8
2024-01-16 23:54:42,A358570,155,59,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 00:54:30,A230398,0,0,69,24.4
2024-01-17 00:54:53,A230383,155,60,72,22.7
2024-01-17 00:54:47,A230626,137,56,77,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 00:50:44,A364435,156,59,67,23.3
2024-01-17 00:54:43,A358570,153,58,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 01:54:32,A230398,6,1,68,24.4
2024-01-17 01:54:54,A230383,156,61,71,23.3
2024-01-17 01:54:48,A230626,133,55,76,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 01:54:45,A364435,151,56,67,23.8
2024-01-17 01:54:44,A358570,146,55,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 02:54:33,A230398,0,0,67,24.4
2024-01-17 02:54:55,A230383,145,57,70,23.3
2024-01-17 02:54:49,A230626,132,55,77,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 02:54:48,A364435,148,55,67,23.8
2024-01-17 02:52:45,A358570,145,55,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 03:52:34,A230398,8,2,69,24.4
2024-01-17 03:54:56,A230383,119,49,79,22.2
2024-01-17 03:54:50,A230626,134,55,76,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 03:54:58,A364435,151,56,67,23.8
2024-01-17 03:54:46,A358570,145,56,68,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 04:54:35,A230398,6,1,70,23.8
2024-01-17 04:54:57,A230383,176,80,78,22.7
2024-01-17 04:52:51,A230626,137,57,77,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 04:55:08,A364435,160,64,69,23.8
2024-01-17 04:54:47,A358570,157,61,71,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 05:54:37,A230398,3,1,69,24.4
2024-01-17 05:54:58,A230383,160,65,77,22.7
2024-01-17 05:54:52,A230626,139,57,76,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 05:55:09,A364435,172,76,68,23.8
2024-01-17 05:54:48,A358570,169,72,71,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 06:54:38,A230398,17,4,69,24.4
2024-01-17 06:54:59,A230383,156,62,75,23.3
2024-01-17 06:54:53,A230626,147,59,75,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 06:55:11,A364435,167,70,68,23.8
2024-01-17 06:54:49,A358570,163,66,71,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 07:54:39,A230398,9,2,69,24.4
2024-01-17 07:55:00,A230383,161,65,73,23.3
2024-01-17 07:54:55,A230626,140,57,74,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 07:55:11,A364435,169,73,68,24.4
2024-01-17 07:54:50,A358570,167,70,71,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 08:56:41,A230398,38,9,67,25
2024-01-17 08:57:01,A230383,152,59,66,25
2024-01-17 08:56:56,A230626,137,56,70,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 08:55:12,A364435,156,61,66,24.4
2024-01-17 08:56:51,A358570,155,60,70,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 09:56:42,A230398,0,0,67,25
2024-01-17 09:57:02,A230383,139,56,66,24.4
2024-01-17 09:56:57,A230626,103,45,69,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 09:55:12,A364435,124,51,64,24.4
2024-01-17 09:56:52,A358570,133,53,68,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 10:54:43,A230398,2,1,67,25
2024-01-17 10:55:04,A230383,141,56,64,25.5
2024-01-17 10:54:58,A230626,96,41,67,25.5
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 10:53:20,A364435,115,47,62,25.5
2024-01-17 10:54:53,A358570,130,52,67,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 11:54:44,A230398,8,2,65,25.5
2024-01-17 11:55:08,A230383,119,50,60,26.1
2024-01-17 11:54:59,A230626,80,33,64,26.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 11:53:20,A364435,89,33,61,25.5
2024-01-17 11:54:54,A358570,101,39,65,25
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 12:56:46,A230398,1,0,67,25
2024-01-17 12:55:11,A230383,110,45,64,25.5
2024-01-17 12:57:00,A230626,81,32,68,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 12:55:21,A364435,86,31,61,25.5
2024-01-17 12:56:55,A358570,101,39,64,25
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 13:56:47,A230398,5,1,70,25
2024-01-17 13:55:12,A230383,120,50,68,25
2024-01-17 13:55:01,A230626,86,34,72,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 13:53:23,A364435,98,38,65,25.5
2024-01-17 13:54:56,A358570,127,51,69,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 14:56:48,A230398,1,0,68,25
2024-01-17 14:55:14,A230383,144,56,68,25
2024-01-17 14:55:02,A230626,91,39,73,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 14:55:26,A364435,100,39,65,25
2024-01-17 14:54:58,A358570,111,47,69,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 15:56:49,A230398,0,0,70,25
2024-01-17 15:57:14,A230383,137,54,73,24.4
2024-01-17 15:57:03,A230626,88,35,74,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 15:53:25,A364435,110,45,68,25
2024-01-17 15:54:59,A358570,120,49,70,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 16:54:49,A230398,4,2,72,24.4
2024-01-17 16:55:16,A230383,124,51,75,23.8
2024-01-17 16:55:04,A230626,147,57,76,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 16:55:26,A364435,124,51,68,25
2024-01-17 16:55:00,A358570,127,51,70,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 17:56:52,A230398,0,0,72,24.4
2024-01-17 17:57:17,A230383,134,54,75,23.8
2024-01-17 17:57:05,A230626,104,45,77,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 17:55:27,A364435,109,44,69,24.4
2024-01-17 17:55:01,A358570,124,50,71,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 18:56:53,A230398,9,2,73,24.4
2024-01-17 18:55:17,A230383,132,53,75,23.8
2024-01-17 18:57:07,A230626,116,50,78,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 18:55:29,A364435,111,45,69,24.4
2024-01-17 18:55:02,A358570,120,48,71,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 19:56:55,A230398,13,3,73,24.4
2024-01-17 19:55:19,A230383,132,53,75,23.8
2024-01-17 19:55:08,A230626,103,44,79,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 19:53:31,A364435,115,47,70,24.4
2024-01-17 19:55:03,A358570,126,51,70,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 20:56:56,A230398,4,1,72,24.4
2024-01-17 20:55:20,A230383,122,50,75,23.3
2024-01-17 20:53:09,A230626,92,38,80,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 20:55:33,A364435,104,41,69,23.8
2024-01-17 20:57:04,A358570,116,47,70,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 21:56:57,A230398,1,0,72,23.8
2024-01-17 21:55:21,A230383,117,48,73,23.8
2024-01-17 21:55:11,A230626,91,39,78,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 21:55:34,A364435,96,37,68,24.4
2024-01-17 21:55:05,A358570,103,40,70,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 22:56:58,A230398,8,2,74,23.8
2024-01-17 22:55:22,A230383,116,49,75,23.3
2024-01-17 22:57:12,A230626,88,34,78,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 22:55:36,A364435,105,42,68,23.8
2024-01-17 22:57:06,A358570,108,43,70,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-17 23:56:59,A230398,17,4,73,23.8
2024-01-17 23:57:23,A230383,117,49,74,23.3
2024-01-17 23:57:13,A230626,98,42,78,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-17 23:55:36,A364435,96,36,68,23.8
2024-01-17 23:55:07,A358570,98,37,70,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 00:57:01,A230398,33,7,74,23.8
2024-01-18 00:57:24,A230383,119,50,74,23.3
2024-01-18 00:57:14,A230626,95,42,78,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 00:49:37,A364435,94,35,68,23.8
2024-01-18 00:57:08,A358570,100,38,70,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 01:57:02,A230398,3,1,74,23.8
2024-01-18 01:57:25,A230383,119,50,74,23.3
2024-01-18 01:57:15,A230626,94,40,78,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 01:55:39,A364435,98,38,68,23.8
2024-01-18 01:55:09,A358570,105,41,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 02:55:02,A230398,17,4,74,23.3
2024-01-18 02:55:26,A230383,119,49,74,22.7
2024-01-18 02:55:17,A230626,96,41,79,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 02:53:42,A364435,99,39,67,23.8
2024-01-18 02:55:10,A358570,104,40,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 03:55:04,A230398,4,1,73,23.8
2024-01-18 03:55:27,A230383,116,49,73,23.3
2024-01-18 03:55:18,A230626,98,43,79,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 03:55:43,A364435,93,35,67,23.8
2024-01-18 03:55:12,A358570,94,33,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 04:57:06,A230398,1,0,73,23.8
2024-01-18 04:55:28,A230383,125,51,73,23.3
2024-01-18 04:55:19,A230626,98,44,78,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 04:55:44,A364435,98,37,68,23.8
2024-01-18 04:55:13,A358570,98,37,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 05:57:07,A230398,10,3,73,23.8
2024-01-18 05:55:29,A230383,145,57,73,23.3
2024-01-18 05:57:20,A230626,114,50,77,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 05:55:46,A364435,100,39,67,23.8
2024-01-18 05:57:14,A358570,104,40,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 06:55:08,A230398,11,2,75,23.8
2024-01-18 06:55:30,A230383,130,53,74,23.3
2024-01-18 06:55:21,A230626,107,48,78,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 06:53:47,A364435,105,42,68,23.8
2024-01-18 06:55:15,A358570,107,42,69,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 07:55:09,A230398,6,1,74,23.8
2024-01-18 07:55:31,A230383,134,54,73,21.1
2024-01-18 07:55:22,A230626,102,46,78,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 07:53:54,A364435,111,45,68,24.4
2024-01-18 07:55:16,A358570,111,44,68,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 08:57:11,A230398,19,4,71,25
2024-01-18 08:55:32,A230383,140,56,64,26.6
2024-01-18 08:55:23,A230626,116,51,74,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 08:55:48,A364435,111,45,66,25.5
2024-01-18 08:57:17,A358570,111,44,68,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 09:55:11,A230398,0,0,65,26.6
2024-01-18 09:55:33,A230383,142,56,59,28.3
2024-01-18 09:55:24,A230626,111,48,69,26.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 09:55:50,A364435,114,46,62,26.6
2024-01-18 09:55:18,A358570,107,42,66,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 10:57:13,A230398,6,1,62,27.2
2024-01-18 10:55:34,A230383,120,49,54,27.7
2024-01-18 10:55:25,A230626,120,52,65,27.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 10:55:50,A364435,107,43,59,27.2
2024-01-18 10:55:19,A358570,114,45,63,26.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 11:57:14,A230398,1,0,57,28.3
2024-01-18 11:55:36,A230383,126,51,48,30
2024-01-18 11:55:29,A230626,97,42,58,27.7
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 11:54:05,A364435,109,43,56,28.3
2024-01-18 11:55:20,A358570,115,46,61,26.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 12:55:14,A230398,5,1,53,29.4
2024-01-18 12:55:36,A230383,102,40,41,33.3
2024-01-18 12:55:27,A230626,101,42,54,29.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 12:56:06,A364435,96,36,53,28.8
2024-01-18 12:55:21,A358570,97,36,57,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 13:55:16,A230398,3,1,53,28.8
2024-01-18 13:55:38,A230383,101,39,39,33.8
2024-01-18 13:55:28,A230626,80,30,50,30
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 13:56:07,A364435,84,28,50,29.4
2024-01-18 13:55:22,A358570,84,28,54,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 14:55:17,A230398,1,0,53,28.8
2024-01-18 14:55:39,A230383,111,45,42,32.7
2024-01-18 14:55:29,A230626,83,32,51,29.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 14:56:08,A364435,99,39,51,29.4
2024-01-18 14:55:23,A358570,96,36,54,28.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 15:55:18,A230398,5,1,52,28.8
2024-01-18 15:55:40,A230383,99,38,37,34.4
2024-01-18 15:53:30,A230626,84,33,55,28.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 15:56:09,A364435,91,33,52,28.8
2024-01-18 15:55:24,A358570,91,33,55,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 16:55:19,A230398,6,2,54,28.3
2024-01-18 16:55:41,A230383,121,50,43,32.2
2024-01-18 16:55:31,A230626,71,24,57,27.7
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 16:56:10,A364435,94,35,54,28.3
2024-01-18 16:55:26,A358570,87,29,56,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 17:55:20,A230398,8,2,57,27.7
2024-01-18 17:55:42,A230383,109,43,52,27.7
2024-01-18 17:55:33,A230626,86,32,59,27.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 17:56:11,A364435,79,25,56,27.2
2024-01-18 17:55:27,A358570,93,36,58,27.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-18 18:55:22,A230398,12,3,58,27.2
2024-01-18 18:55:43,A230383,112,45,58,26.6
2024-01-18 18:55:34,A230626,90,38,64,26.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-18 18:56:13,A364435,86,32,60,26.6
2024-01-18 18:57:28,A358570,90,32,60,26.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
