Tstamp,station_ID,pm25,pm10,h,t
2024-01-09 11:56:29,A364435,130,52,58,27.7
2024-01-09 11:57:14,A358570,129,53,60,27.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 12:54:48,A230398,15,4,57,28.3
2024-01-09 12:55:43,A230383,122,50,45,31.6
2024-01-09 12:54:59,A230626,107,45,57,28.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 12:55:33,A231934,100,38,72,28.8
2024-01-09 12:54:30,A364435,114,46,54,28.8
2024-01-09 12:55:15,A358570,113,45,57,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 13:54:50,A230398,3,1,57,28.3
2024-01-09 13:55:45,A230383,132,53,47,31.1
2024-01-09 13:55:00,A230626,103,44,55,28.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 13:55:34,A231934,119,48,68,29.4
2024-01-09 13:54:40,A364435,116,47,53,29.4
2024-01-09 13:53:17,A358570,120,47,58,27.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 14:56:51,A230398,1,1,55,28.8
2024-01-09 14:55:45,A230383,131,53,46,31.1
2024-01-09 14:57:01,A230626,104,44,55,28.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 14:57:35,A231934,111,44,67,29.4
2024-01-09 14:56:50,A364435,119,49,52,29.4
2024-01-09 14:57:18,A358570,112,44,55,28.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 15:54:52,A230398,13,3,55,28.8
2024-01-09 15:55:47,A230383,141,55,42,33.3
2024-01-09 15:55:02,A230626,101,42,54,28.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 15:55:36,A231934,114,46,69,29.4
2024-01-09 15:54:51,A364435,123,50,54,28.8
2024-01-09 15:55:19,A358570,111,44,56,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 16:54:53,A230398,15,4,58,27.7
2024-01-09 16:55:48,A230383,153,60,51,29.4
2024-01-09 16:55:04,A230626,122,52,59,28.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 16:55:37,A231934,117,47,74,28.3
2024-01-09 16:54:52,A364435,137,54,55,28.3
2024-01-09 16:55:20,A358570,121,49,57,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 17:56:55,A230398,88,35,60,27.2
2024-01-09 17:55:49,A230383,153,59,57,27.7
2024-01-09 17:57:05,A230626,126,53,62,27.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 17:55:38,A231934,130,53,78,27.7
2024-01-09 17:56:53,A364435,129,52,57,27.2
2024-01-09 17:55:21,A358570,135,53,58,27.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 18:54:56,A230398,84,33,61,27.2
2024-01-09 18:55:50,A230383,154,60,59,27.2
2024-01-09 18:55:06,A230626,136,56,65,26.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 18:55:39,A231934,129,52,82,27.2
2024-01-09 18:54:54,A364435,137,54,59,26.6
2024-01-09 18:55:22,A358570,151,57,59,27.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 19:56:57,A230398,86,34,63,26.6
2024-01-09 19:55:51,A230383,147,57,63,26.1
2024-01-09 19:57:08,A230626,128,54,68,25.5
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 19:55:40,A231934,133,53,85,26.6
2024-01-09 19:56:55,A364435,136,54,62,26.1
2024-01-09 19:55:23,A358570,150,56,60,26.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 20:56:58,A230398,10,2,65,26.1
2024-01-09 20:55:52,A230383,149,57,66,25.5
2024-01-09 20:57:09,A230626,128,54,70,25.5
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 20:55:42,A231934,122,50,90,26.1
2024-01-09 20:54:57,A364435,118,48,63,25.5
2024-01-09 20:55:24,A358570,117,47,61,26.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 21:55:00,A230398,75,27,68,25.5
2024-01-09 21:53:53,A230383,132,53,67,25
2024-01-09 21:55:11,A230626,113,50,72,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 21:55:43,A231934,116,47,90,26.1
2024-01-09 21:54:58,A364435,115,47,63,25.5
2024-01-09 21:55:25,A358570,112,45,62,26.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 22:55:01,A230398,0,0,68,25.5
2024-01-09 22:53:59,A230383,131,53,67,25.5
2024-01-09 22:55:12,A230626,114,50,72,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-09 22:54:59,A364435,115,48,64,25.5
2024-01-09 22:55:26,A358570,110,43,63,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-09 23:55:02,A230398,8,2,67,25.5
2024-01-09 23:55:55,A230383,133,54,67,24.4
2024-01-09 23:55:13,A230626,115,51,73,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-09 23:55:00,A364435,111,45,65,25.5
2024-01-09 23:55:27,A358570,110,43,64,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 00:55:03,A230398,106,41,67,25.5
2024-01-10 00:55:56,A230383,120,50,67,25
2024-01-10 00:55:14,A230626,98,43,72,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 00:55:03,A364435,118,49,65,25.5
2024-01-10 00:55:28,A358570,115,46,64,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 01:55:04,A230398,3,1,69,25.5
2024-01-10 01:55:57,A230383,127,52,69,25
2024-01-10 01:55:15,A230626,107,48,73,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 01:55:03,A364435,151,57,64,25.5
2024-01-10 01:55:29,A358570,136,54,64,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 02:57:06,A230398,0,0,70,25
2024-01-10 02:55:58,A230383,139,55,69,25
2024-01-10 02:55:16,A230626,120,53,73,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 02:57:04,A364435,138,54,65,25.5
2024-01-10 02:55:30,A358570,134,54,64,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 03:57:07,A230398,1,0,68,25.5
2024-01-10 03:55:59,A230383,151,58,68,25
2024-01-10 03:57:17,A230626,124,53,72,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 03:57:07,A364435,149,56,65,25
2024-01-10 03:55:32,A358570,137,54,64,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 04:55:08,A230398,3,1,68,25
2024-01-10 04:56:00,A230383,142,56,68,24.4
2024-01-10 04:55:18,A230626,122,53,72,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 04:55:06,A364435,151,57,64,24.4
2024-01-10 04:55:33,A358570,147,56,64,25.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 05:55:09,A230398,9,2,70,25
2024-01-10 05:54:01,A230383,142,56,72,23.8
2024-01-10 05:55:19,A230626,121,52,75,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 05:55:08,A364435,152,57,68,25
2024-01-10 05:55:34,A358570,149,57,69,25
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 06:55:10,A230398,4,1,71,25
2024-01-10 06:52:02,A230383,150,58,74,24.4
2024-01-10 06:53:20,A230626,119,51,77,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 06:53:13,A364435,143,55,69,24.4
2024-01-10 06:53:35,A358570,137,54,71,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 07:57:11,A230398,30,7,72,25
2024-01-10 07:56:03,A230383,160,63,74,24.4
2024-01-10 07:57:21,A230626,127,53,78,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 07:55:16,A364435,122,50,71,24.4
2024-01-10 07:55:36,A358570,119,48,72,24.4
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 08:57:12,A230398,34,8,70,25.5
2024-01-10 08:56:04,A230383,157,61,71,25.5
2024-01-10 08:57:22,A230626,132,54,77,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 08:55:24,A364435,147,55,73,23.3
2024-01-10 08:57:37,A358570,142,55,73,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 09:55:14,A230398,4,1,69,26.1
2024-01-10 09:56:06,A230383,154,60,69,25.5
2024-01-10 09:55:23,A230626,122,51,76,25
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 09:55:15,A364435,144,54,72,23.3
2024-01-10 09:53:38,A358570,137,54,72,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 10:55:15,A230398,18,4,67,26.1
2024-01-10 10:56:07,A230383,153,58,68,25.5
2024-01-10 10:55:24,A230626,100,41,74,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 10:53:17,A364435,135,53,70,22.7
2024-01-10 10:55:39,A358570,115,45,71,23.8
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 11:55:16,A230398,0,0,68,25.5
2024-01-10 11:52:08,A230383,152,58,68,25
2024-01-10 11:55:26,A230626,106,44,75,24.4
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 11:55:21,A364435,89,32,72,22.7
2024-01-10 11:55:40,A358570,128,51,71,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 12:55:17,A230398,3,1,66,25
2024-01-10 12:56:09,A230383,130,52,66,24.4
2024-01-10 12:55:27,A230626,106,43,75,23.8
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 12:55:28,A364435,71,21,71,22.2
2024-01-10 12:55:41,A358570,85,28,70,23.3
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 13:55:19,A230398,1,0,65,25
2024-01-10 13:56:10,A230383,152,57,66,24.4
2024-01-10 13:55:28,A230626,110,47,75,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 13:55:30,A364435,77,24,69,22.7
2024-01-10 13:55:42,A358570,137,53,69,22.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 14:55:20,A230398,10,2,65,25
2024-01-10 14:56:10,A230383,165,68,67,24.4
2024-01-10 14:55:29,A230626,121,51,75,23.3
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 14:55:31,A364435,89,32,69,22.2
2024-01-10 14:55:43,A358570,93,33,68,22.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 15:55:21,A230398,7,2,65,24.4
2024-01-10 15:56:12,A230383,127,51,66,23.3
2024-01-10 15:55:30,A230626,115,49,75,22.7
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 15:55:33,A364435,74,22,69,21.6
2024-01-10 15:55:44,A358570,83,26,68,22.7
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 16:57:22,A230398,7,2,65,24.4
2024-01-10 16:56:12,A230383,120,48,69,22.7
2024-01-10 16:57:32,A230626,113,48,75,22.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 16:57:34,A364435,74,23,71,21.6
2024-01-10 16:57:45,A358570,83,26,69,22.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 17:55:23,A230398,7,2,66,24.4
2024-01-10 17:56:13,A230383,134,53,68,22.7
2024-01-10 17:55:33,A230626,123,51,75,22.7
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 17:55:35,A364435,66,19,70,20.5
2024-01-10 17:55:46,A358570,80,25,69,22.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 18:55:25,A230398,5,1,64,24.4
2024-01-10 18:56:15,A230383,125,50,67,22.7
2024-01-10 18:55:34,A230626,111,47,74,22.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 18:53:36,A364435,76,23,69,21.6
2024-01-10 18:55:47,A358570,75,22,68,22.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 19:55:27,A230398,0,0,64,23.8
2024-01-10 19:56:16,A230383,124,51,67,22.7
2024-01-10 19:55:35,A230626,116,48,72,22.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 19:55:47,A364435,74,23,67,21.6
2024-01-10 19:55:48,A358570,69,20,66,22.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 20:57:29,A230398,2,1,62,23.8
2024-01-10 20:56:17,A230383,114,46,65,22.7
2024-01-10 20:55:36,A230626,135,55,70,22.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 20:55:48,A364435,71,22,67,21.6
2024-01-10 20:55:49,A358570,79,25,66,21.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 21:55:30,A230398,0,0,63,23.3
2024-01-10 21:56:18,A230383,98,37,66,22.7
2024-01-10 21:57:38,A230626,84,31,70,22.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 21:55:49,A364435,105,42,67,21.6
2024-01-10 21:55:50,A358570,108,42,67,22.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 22:57:31,A230398,66,20,64,23.8
2024-01-10 22:56:19,A230383,107,42,67,22.2
2024-01-10 22:57:39,A230626,91,36,72,21.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 22:55:59,A364435,89,31,69,21.1
2024-01-10 22:57:52,A358570,101,38,68,22.2
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-10 23:55:33,A230398,0,0,66,23.3
2024-01-10 23:56:20,A230383,126,51,69,22.2
2024-01-10 23:55:40,A230626,142,58,72,22.2
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-10 23:54:00,A364435,73,21,69,21.1
2024-01-10 23:53:53,A358570,70,20,68,21.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 00:53:34,A230398,0,0,65,23.3
2024-01-11 00:56:21,A230383,103,38,70,21.6
2024-01-11 00:57:41,A230626,111,47,73,21.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 00:56:01,A364435,92,34,68,21.1
2024-01-11 00:55:54,A358570,96,35,69,21.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 01:55:35,A230398,3,1,66,23.3
2024-01-11 01:54:22,A230383,113,45,71,21.6
2024-01-11 01:55:42,A230626,90,35,74,21.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 01:56:03,A364435,90,33,69,21.1
2024-01-11 01:55:55,A358570,90,31,69,21.6
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 02:55:37,A230398,0,0,66,22.7
2024-01-11 02:56:23,A230383,111,44,71,21.1
2024-01-11 02:55:44,A230626,91,37,74,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 02:56:13,A364435,90,33,72,20.5
2024-01-11 02:55:56,A358570,96,34,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 03:49:37,A230398,0,0,66,22.7
2024-01-11 03:56:24,A230383,99,38,72,21.1
2024-01-11 03:53:45,A230626,83,31,76,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 03:56:14,A364435,95,35,71,17.2
2024-01-11 03:55:57,A358570,98,36,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 04:55:40,A230398,3,1,67,22.7
2024-01-11 04:56:25,A230383,102,39,73,20.5
2024-01-11 04:55:46,A230626,65,22,76,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 04:56:15,A364435,77,25,73,20
2024-01-11 04:55:58,A358570,82,26,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 05:55:41,A230398,0,0,65,22.7
2024-01-11 05:56:26,A230383,95,34,73,20.5
2024-01-11 05:55:47,A230626,72,24,76,20.5
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 05:56:26,A364435,77,26,72,20
2024-01-11 05:55:59,A358570,78,25,71,20.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 06:55:42,A230398,0,0,65,22.7
2024-01-11 06:56:27,A230383,107,43,71,21.1
2024-01-11 06:55:48,A230626,90,36,76,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 06:56:27,A364435,90,33,71,20.5
2024-01-11 06:56:00,A358570,94,34,71,20.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 07:55:43,A230398,1,0,65,23.3
2024-01-11 07:56:28,A230383,129,52,71,21.1
2024-01-11 07:55:49,A230626,98,42,75,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 07:54:37,A364435,85,29,71,20.5
2024-01-11 07:56:01,A358570,93,33,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 08:55:44,A230398,5,1,64,22.7
2024-01-11 08:54:29,A230383,137,54,67,22.2
2024-01-11 08:55:51,A230626,117,50,73,21.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 08:54:47,A364435,115,46,70,20.5
2024-01-11 08:54:02,A358570,102,39,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 09:57:45,A230398,0,0,65,23.3
2024-01-11 09:56:30,A230383,147,56,67,22.2
2024-01-11 09:57:52,A230626,133,55,73,21.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 09:54:39,A364435,84,30,72,19.4
2024-01-11 09:56:03,A358570,94,33,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 10:55:46,A230398,0,0,65,23.3
2024-01-11 10:56:31,A230383,138,54,68,22.2
2024-01-11 10:55:53,A230626,110,47,75,21.6
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 10:56:41,A364435,89,32,71,20.5
2024-01-11 10:56:04,A358570,95,34,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 11:55:48,A230398,1,0,65,22.7
2024-01-11 11:56:32,A230383,110,44,67,21.6
2024-01-11 11:55:54,A230626,100,42,74,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 11:56:42,A364435,75,23,70,21.1
2024-01-11 11:56:05,A358570,76,23,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 12:55:49,A230398,1,0,66,22.7
2024-01-11 12:56:33,A230383,99,37,68,21.6
2024-01-11 12:55:55,A230626,83,29,74,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 12:56:42,A364435,80,27,71,20.5
2024-01-11 12:56:06,A358570,106,40,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 13:55:51,A230398,1,0,66,22.7
2024-01-11 13:56:34,A230383,130,52,67,22.2
2024-01-11 13:55:56,A230626,75,25,74,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 13:54:54,A364435,81,28,71,19.4
2024-01-11 13:54:07,A358570,94,33,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 14:57:52,A230398,1,0,67,22.7
2024-01-11 14:56:35,A230383,115,47,68,22.2
2024-01-11 14:55:58,A230626,84,31,75,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 14:55:01,A364435,79,26,72,20.5
2024-01-11 14:56:11,A358570,94,33,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 15:55:53,A230398,4,1,66,22.7
2024-01-11 15:54:36,A230383,152,57,69,21.6
2024-01-11 15:55:59,A230626,92,38,76,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 15:55:01,A364435,87,30,73,20.5
2024-01-11 15:56:09,A358570,92,31,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 16:55:54,A230398,0,0,67,22.7
2024-01-11 16:56:37,A230383,118,47,70,21.6
2024-01-11 16:56:00,A230626,88,33,76,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 16:53:03,A364435,86,30,72,20.5
2024-01-11 16:56:10,A358570,93,32,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 17:55:56,A230398,24,5,67,22.7
2024-01-11 17:54:38,A230383,118,47,71,21.1
2024-01-11 17:54:01,A230626,76,26,77,20.5
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 17:55:03,A364435,90,32,72,20.5
2024-01-11 17:54:11,A358570,93,31,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 18:55:57,A230398,20,4,68,22.2
2024-01-11 18:54:39,A230383,104,39,71,21.1
2024-01-11 18:56:03,A230626,83,28,77,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 18:55:05,A364435,86,31,71,20.5
2024-01-11 18:54:12,A358570,93,32,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 19:55:59,A230398,9,2,67,22.7
2024-01-11 19:54:41,A230383,119,49,72,20
2024-01-11 19:56:04,A230626,90,37,78,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 19:55:06,A364435,91,33,72,20.5
2024-01-11 19:54:13,A358570,95,34,70,20.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 20:56:01,A230398,4,1,68,22.7
2024-01-11 20:54:42,A230383,115,46,72,21.1
2024-01-11 20:56:06,A230626,94,38,77,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 20:55:19,A364435,99,39,72,20.5
2024-01-11 20:56:15,A358570,98,36,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 21:56:02,A230398,1,0,69,22.2
2024-01-11 21:56:43,A230383,105,41,72,21.1
2024-01-11 21:56:07,A230626,87,33,77,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 21:53:21,A364435,98,39,73,20
2024-01-11 21:56:16,A358570,104,39,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 22:54:03,A230398,1,0,70,22.2
2024-01-11 22:56:44,A230383,103,41,72,21.1
2024-01-11 22:56:13,A230626,82,29,77,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 22:55:22,A364435,87,32,73,20
2024-01-11 22:56:17,A358570,92,31,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-11 23:56:04,A230398,3,1,68,22.2
2024-01-11 23:56:45,A230383,105,41,72,21.1
2024-01-11 23:56:14,A230626,76,29,77,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-11 23:55:23,A364435,94,36,72,20.5
2024-01-11 23:56:18,A358570,95,34,70,20.5
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-12 00:54:05,A230398,0,0,68,22.2
2024-01-12 00:56:46,A230383,106,42,72,21.1
2024-01-12 00:56:15,A230626,83,29,77,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-12 00:57:24,A364435,93,35,71,20
2024-01-12 00:56:19,A358570,94,34,71,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-12 01:54:07,A230398,0,0,71,21.6
2024-01-12 01:52:47,A230383,104,42,72,21.1
2024-01-12 01:54:16,A230626,80,29,77,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-12 01:51:25,A364435,96,37,73,20.5
2024-01-12 01:54:20,A358570,110,43,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-12 02:56:08,A230398,29,7,71,21.6
2024-01-12 02:56:48,A230383,101,39,73,20.5
2024-01-12 02:56:17,A230626,86,31,78,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-12 02:55:26,A364435,91,34,73,20.5
2024-01-12 02:56:21,A358570,100,38,70,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-12 03:56:09,A230398,2,0,70,22.2
2024-01-12 03:54:48,A230383,99,37,73,20.5
2024-01-12 03:56:18,A230626,84,31,78,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-12 03:55:28,A364435,89,32,72,20.5
2024-01-12 03:56:22,A358570,96,34,71,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-12 04:54:10,A230398,0,0,69,22.2
2024-01-12 04:56:49,A230383,91,31,73,21.1
2024-01-12 04:56:19,A230626,75,28,78,21.1
2024-01-05 12:07:09,A230443,154,61,60,25
2024-01-09 22:01:43,A231934,120,50,91,26.1
2024-01-12 04:55:29,A364435,88,31,72,20.5
2024-01-12 04:54:23,A358570,89,30,71,21.1
2024-01-07 17:35:05,A06487,138,54,60,28.3
2024-01-12 05:56:12,A230398,0,0,69,22.2
